trialNum,lVal,rVal,firstVal,secondVal,chosenVal,leftChosen,firstChosen,liftRT,reachRT,firstIsLeft,firstIsRight,secondIsLeft,secondIsRight,firstFixLat,secondFixLat,thirdFixLat,firstFixDur,secondFixDur,thirdFixDur
330,3,1,1,3,3,1,0,0.876935815438628,0.15373014099896,0,1,1,0,0.281,0.517,NaN,0.192,0.68,NaN
342,3,1,1,3,3,1,0,0.797103548422456,0.150858605280519,0,1,1,0,0.24,0.472,NaN,0.192,0.772,NaN
373,5,1,1,5,5,1,0,0.776892451569438,0.144440449774265,0,1,1,0,0.16,0.4,NaN,0.196,0.872,NaN
379,2,1,1,2,1,-0,1,0.987547319382429,0.162668105214834,0,1,1,0,0.182,0.41,0.806,0.188,0.344,0.528
398,1,1,1,1,1,1,1,1.00719292089343,0.180126920342445,1,0,0,1,0.174,0.426,0.706,0.2,0.232,0.568
409,1,4,1,4,4,-0,0,0.797443876042962,0.171230304986238,1,0,0,1,0.153,0.409,NaN,0.208,0.572,NaN
422,1,4,1,4,4,-0,0,0.80706219561398,0.169493228197098,1,0,0,1,0.197,0.433,NaN,0.184,1.052,NaN
425,2,1,1,2,1,-0,1,0.966993063688278,0.176601639017463,0,1,1,0,0.243,0.483,0.771,0.2,0.232,0.54
426,2,1,1,2,2,1,0,0.82753218151629,0.164348363876343,0,1,1,0,0.174,0.418,NaN,0.2,0.684,NaN
431,1,3,1,3,3,-0,0,0.766946911811829,0.186357827857137,1,0,0,1,0.172,0.384,NaN,0.172,0.88,NaN
444,1,3,1,3,3,-0,0,0.857047455385327,0.169886304065585,1,0,0,1,0.158,0.386,NaN,0.188,0.836,NaN
466,5,1,1,5,5,1,0,0.787340965121984,0.153026999905705,0,1,1,0,0.178,0.418,NaN,0.196,0.8,NaN
467,1,3,1,3,3,-0,0,1.06817595660686,0.205724038183689,1,0,0,1,0.142,0.394,0.73,0.2,0.292,0.224
487,4,1,1,4,4,1,0,0.796992735937238,0.151270495727658,0,1,1,0,0.153,0.417,NaN,0.216,0.672,NaN
492,1,3,1,3,3,-0,0,0.837281906977296,0.162915647029877,1,0,0,1,0.208,0.432,NaN,0.176,0.792,NaN
519,1,4,1,4,4,-0,0,0.977442065253854,0.154499700292945,1,0,0,1,0.173,0.417,0.789,0.192,0.328,0.108
521,5,1,1,5,5,1,0,0.797180471941829,0.180888418108225,0,1,1,0,0.148,0.424,NaN,0.232,0.864,NaN
522,5,1,1,5,5,1,0,0.746955372393131,0.171659348532557,0,1,1,0,0.137,0.381,NaN,0.2,0.732,NaN
526,1,5,1,5,5,-0,0,0.807147087529302,0.169218001887202,1,0,0,1,0.176,0.396,NaN,0.18,0.796,NaN
532,4,1,1,4,4,1,0,0.807068780064583,0.150495748966932,0,1,1,0,0.21,0.434,NaN,0.184,0.752,NaN
546,3,1,1,3,3,1,0,0.697198068723083,0.18059803545475,0,1,1,0,0.173,0.405,NaN,0.192,0.592,NaN
561,1,5,1,5,5,-0,0,0.756773635745049,0.14974108710885,1,0,0,1,0.14,0.372,NaN,0.18,0.684,NaN
569,3,1,1,3,3,1,0,0.787233388051391,0.142397440969944,0,1,1,0,0.166,0.398,NaN,0.192,0.732,NaN
576,4,1,1,4,4,1,0,0.787055172026157,0.162454079836607,0,1,1,0,0.177,0.397,NaN,0.18,0.7,NaN
605,1,3,1,3,1,1,1,0.91718790307641,0.196243008598685,1,0,0,1,0.145,0.381,0.661,0.196,0.236,0.6
29,3,1,1,3,3,1,0,0.77763662673533,0.154354436323047,0,1,1,0,0.186,0.434,NaN,0.2,0.772,NaN
31,1,4,1,4,4,-0,0,0.726738046854734,0.144782211631536,1,0,0,1,0.136,0.392,NaN,0.204,0.812,NaN
47,1,3,1,3,3,-0,0,0.727276366204023,0.153957068920135,1,0,0,1,0.165,0.397,NaN,0.192,0.724,NaN
55,5,1,1,5,5,1,0,0.707121500745416,0.15698173083365,0,1,1,0,0.148,0.368,NaN,0.172,0.98,NaN
59,4,1,1,4,4,1,0,0.787056608125567,0.153315516188741,0,1,1,0,0.145,0.397,NaN,0.212,0.868,NaN
63,2,1,1,2,2,1,0,0.797267705202103,0.160735243931413,0,1,1,0,0.151,0.387,NaN,0.196,0.752,NaN
75,1,3,1,3,3,-0,0,0.787358440458775,0.152746584266424,1,0,0,1,0.142,0.362,NaN,0.184,1.064,NaN
92,3,1,1,3,3,1,0,0.928368734195828,0.153239082545042,0,1,1,0,0.136,0.4,NaN,0.224,0.936,NaN
105,1,4,1,4,4,-0,0,0.766985135152936,0.14638158492744,1,0,0,1,0.153,0.393,NaN,0.184,1,NaN
112,3,1,1,3,3,1,0,0.717283295467496,0.165602473542094,0,1,1,0,0.129,0.357,NaN,0.184,0.708,NaN
116,1,1,1,1,1,-0,0,0.847247818484902,0.170703751966357,1,0,0,1,0.227,0.463,NaN,0.18,0.988,NaN
122,5,1,1,5,5,1,0,0.876964503899217,0.146770559251308,0,1,1,0,0.275,0.499,NaN,0.184,0.94,NaN
125,3,1,1,3,3,1,0,0.716908223927021,0.145966531708837,0,1,1,0,0.15,0.366,NaN,0.176,1.308,NaN
136,1,2,1,2,1,1,1,0.987267196178436,0.16348223388195,1,0,0,1,0.155,0.399,0.731,0.192,0.292,0.572
149,3,1,1,3,3,1,0,0.867665763944387,0.145980715751648,0,1,1,0,0.216,0.46,NaN,0.204,0.852,NaN
151,5,1,1,5,5,1,0,0.737173311412334,0.15400212071836,0,1,1,0,0.168,0.38,NaN,0.168,0.984,NaN
162,5,1,1,5,5,1,0,0.69698341935873,0.152401261031628,0,1,1,0,0.146,0.374,NaN,0.168,0.832,NaN
172,3,1,1,3,3,1,0,0.716903142631054,0.165891917422414,0,1,1,0,0.165,0.373,NaN,0.164,0.664,NaN
177,4,1,1,4,4,1,0,0.756969045847654,0.149379232898355,0,1,1,0,0.146,0.39,NaN,0.196,0.876,NaN
179,3,1,1,3,3,1,0,0.766882097348571,0.147047638893127,0,1,1,0,0.157,0.381,NaN,0.18,0.772,NaN
193,2,1,1,2,2,1,0,1.07694655843079,0.166386034339666,0,1,1,0,0.161,0.409,NaN,0.204,1.104,NaN
204,2,1,1,2,2,1,0,0.807024488225579,0.169498257339001,0,1,1,0,0.202,0.434,NaN,0.188,0.912,NaN
206,1,5,1,5,5,-0,0,0.727553067728877,0.153131714090705,1,0,0,1,0.138,0.362,NaN,0.18,1.148,NaN
249,4,1,1,4,4,1,0,0.717075807973742,0.155862933024764,0,1,1,0,0.168,0.408,NaN,0.188,0.876,NaN
252,4,1,1,4,4,1,0,0.787248307839036,0.162768924608827,0,1,1,0,0.158,0.43,NaN,0.212,0.696,NaN
256,1,5,1,5,5,-0,0,0.797337986528873,0.171136787161231,1,0,0,1,0.184,0.4,NaN,0.172,0.948,NaN
277,5,1,1,5,5,1,0,0.687707930803299,0.16173442453146,0,1,1,0,0.128,0.396,NaN,0.224,0.728,NaN
294,5,1,1,5,5,1,0,0.806946266442537,0.169619409367442,0,1,1,0,0.215,0.467,NaN,0.208,0.796,NaN
301,1,4,1,4,4,-0,0,0.88725739531219,0.132804542779922,1,0,0,1,0.251,0.471,NaN,0.18,1.056,NaN
302,3,1,1,3,3,1,0,0.807139024138451,0.15938957221806,0,1,1,0,0.211,0.451,NaN,0.2,0.62,NaN
308,1,1,1,1,1,1,0,0.857045663520694,0.179973751306534,0,1,1,0,0.18,0.52,NaN,0.3,0.536,NaN
322,1,3,1,3,3,-0,0,0.796930653974414,0.170131823047996,1,0,0,1,0.16,0.392,NaN,0.18,0.936,NaN
340,2,1,1,2,2,1,0,0.787004563957453,0.153770957142115,0,1,1,0,0.164,0.388,NaN,0.18,0.612,NaN
341,1,1,1,1,1,-0,0,0.807008614763618,0.150756245478988,1,0,0,1,0.167,0.395,NaN,0.172,0.732,NaN
343,3,1,1,3,3,1,0,0.81684748083353,0.16637422516942,0,1,1,0,0.194,0.43,NaN,0.192,0.708,NaN
344,1,3,1,3,3,-0,0,0.837147437036037,0.163374103605747,1,0,0,1,0.239,0.475,NaN,0.184,0.72,NaN
353,1,3,1,3,3,-0,0,0.877110071480274,0.166457742452621,1,0,0,1,0.15,0.382,NaN,0.18,0.792,NaN
374,1,3,1,3,3,-0,0,1.06706128641963,0.147117584943771,1,0,0,1,0.191,0.427,NaN,0.184,1,NaN
393,1,1,1,1,1,1,0,0.817126644775271,0.206135539337993,0,1,1,0,0.151,0.391,NaN,0.192,0.984,NaN
396,1,2,1,2,2,-0,0,0.807150298729539,0.159502360969782,1,0,0,1,0.133,0.425,NaN,0.252,0.688,NaN
407,3,1,1,3,3,1,0,0.827062766999006,0.185650972649455,0,1,1,0,0.23,0.454,NaN,0.18,0.684,NaN
410,1,2,1,2,2,-0,0,1.05701114051044,0.170358067378402,1,0,0,1,0.227,0.471,NaN,0.196,1.428,NaN
429,1,3,1,3,3,-0,0,0.756928535178304,0.17015209980309,1,0,0,1,0.176,0.38,NaN,0.164,0.68,NaN
447,5,1,1,5,5,1,0,0.806842945516109,0.159898206591606,0,1,1,0,0.18,0.424,NaN,0.204,0.688,NaN
449,1,3,1,3,3,-0,0,0.767149908468127,0.185875456780195,1,0,0,1,0.18,0.42,NaN,0.188,0.708,NaN
464,1,1,1,1,1,1,0,0.867271851748228,0.183982588350773,0,1,1,0,0.246,0.482,NaN,0.196,0.652,NaN
494,1,3,1,3,3,-0,0,0.778201632201672,0.16221846267581,1,0,0,1,0.159,0.395,NaN,0.184,0.792,NaN
501,1,3,1,3,3,-0,0,0.829048192128539,0.142633456736803,1,0,0,1,0.218,0.454,NaN,0.184,1,NaN
552,4,1,1,4,4,1,0,0.756989186629653,0.159499512985349,0,1,1,0,0.164,0.404,NaN,0.196,0.596,NaN
560,1,3,1,3,3,-0,0,0.766912249848247,0.166536543518305,1,0,0,1,0.166,0.418,NaN,0.2,0.668,NaN
568,1,2,1,2,2,-0,0,0.757165594026446,0.166896281763911,1,0,0,1,0.175,0.407,NaN,0.18,0.664,NaN
580,5,1,1,5,5,1,0,0.706850150600076,0.179244684055448,0,1,1,0,0.173,0.397,NaN,0.18,0.732,NaN
582,5,1,1,5,5,1,0,0.807077577337623,0.199481835588813,0,1,1,0,0.231,0.479,NaN,0.2,0.816,NaN
600,1,3,1,3,3,-0,0,0.707463633269072,0.177077347412705,1,0,0,1,0.167,0.375,NaN,0.168,0.56,NaN
606,1,5,1,5,5,-0,0,0.787384876981378,0.182259881868958,1,0,0,1,0.135,0.351,NaN,0.176,0.908,NaN
11,1,2,2,1,2,-0,1,0.867032788693905,0.136347409337759,0,1,1,0,0.159,0.407,0.663,0.204,0.216,0.844
15,1,2,2,1,2,-0,1,0.946943983435631,0.131609441712499,0,1,1,0,0.155,0.583,0.843,0.384,0.208,0.712
21,3,2,2,3,3,1,0,0.937652803957462,0.143818851560354,0,1,1,0,0.187,0.403,NaN,0.168,1.136,NaN
36,2,5,2,5,5,-0,0,0.786898208782077,0.18299363926053,1,0,0,1,0.156,0.4,NaN,0.192,0.76,NaN
49,2,4,2,4,4,-0,0,0.726971674710512,0.144148262217641,1,0,0,1,0.154,0.39,NaN,0.196,0.66,NaN
54,3,2,2,3,3,1,0,0.786930916830897,0.143278125673532,0,1,1,0,0.158,0.438,NaN,0.232,0.8,NaN
58,2,4,2,4,4,-0,0,0.917160226032138,0.157291585579515,1,0,0,1,0.247,0.507,NaN,0.204,1.088,NaN
65,2,4,2,4,4,-0,0,0.807067830115557,0.15355565957725,1,0,0,1,0.141,0.373,NaN,0.192,1.032,NaN
97,2,3,2,3,2,1,1,0.947061972692609,0.151748601347208,1,0,0,1,0.204,0.44,0.736,0.18,0.248,0.548
100,3,2,2,3,3,1,0,0.937463777139783,0.133117832243443,0,1,1,0,0.258,0.49,NaN,0.184,0.772,NaN
101,2,5,2,5,5,-0,0,0.797755185514688,0.169226989150047,1,0,0,1,0.156,0.444,NaN,0.232,0.908,NaN
127,5,2,2,5,5,1,0,0.746994046494365,0.151070646941662,0,1,1,0,0.148,0.392,NaN,0.2,0.948,NaN
145,4,2,2,4,4,1,0,0.826948327943683,0.144863560795784,0,1,1,0,0.161,0.397,NaN,0.192,0.832,NaN
150,2,2,2,2,2,-0,1,1.01702649518847,0.146276926621795,0,1,1,0,0.203,0.455,0.763,0.208,0.252,0.752
154,1,2,2,1,1,1,0,0.78706619143486,0.162607621401548,0,1,1,0,0.149,0.413,NaN,0.22,0.62,NaN
158,1,2,2,1,1,1,0,1.28731031343341,0.15425418689847,0,1,1,0,0.235,0.483,0.751,0.204,0.224,0.156
174,1,2,2,1,2,-0,1,0.947197901085019,0.161250369623303,0,1,1,0,0.15,0.422,0.714,0.228,0.24,0.82
176,1,2,2,1,1,1,0,0.916996020823717,0.156253077089787,0,1,1,0,0.141,0.421,NaN,0.224,0.772,NaN
196,5,2,2,5,5,1,0,0.837110996246338,0.16274151019752,0,1,1,0,0.156,0.408,NaN,0.208,0.856,NaN
209,2,2,2,2,2,-0,1,0.997153095901012,0.149599645286798,0,1,1,0,0.18,0.456,0.728,0.232,0.216,0.776
210,2,5,2,5,5,-0,0,0.857099708169699,0.169373592361808,1,0,0,1,0.154,0.43,NaN,0.22,1.056,NaN
214,2,5,2,5,5,-0,0,0.846990510821342,0.151275197044015,1,0,0,1,0.177,0.405,NaN,0.172,1.052,NaN
227,1,2,2,1,2,-0,1,1.0273018758744,0.154859457165003,0,1,1,0,0.168,0.464,0.756,0.256,0.248,0.552
237,5,2,2,5,5,1,0,0.897184940055013,0.131235307082534,0,1,1,0,0.154,0.414,NaN,0.22,1.116,NaN
240,3,2,2,3,3,1,0,0.886765737086535,0.17350572347641,0,1,1,0,0.142,0.498,NaN,0.316,0.76,NaN
243,2,2,2,2,2,-0,0,0.98734169639647,0.203715926036239,1,0,0,1,0.182,0.458,NaN,0.22,0.776,NaN
275,2,5,2,5,5,-0,0,0.937239369377494,0.153769815340638,1,0,0,1,0.269,0.497,NaN,0.184,1.148,NaN
276,2,5,2,5,5,-0,0,0.827487112954259,0.145231759175658,1,0,0,1,0.144,0.4,NaN,0.2,1,NaN
285,2,3,2,3,3,-0,0,0.83702689409256,0.151408283039927,1,0,0,1,0.174,0.45,NaN,0.228,1.048,NaN
304,5,2,2,5,5,1,0,0.827481271699071,0.153289135545492,0,1,1,0,0.164,0.412,NaN,0.208,0.984,NaN
349,1,2,2,1,2,-0,1,1.04480623453856,0.154008055105805,0,1,1,0,0.144,0.412,0.712,0.224,0.26,0.608
350,2,5,2,5,5,-0,0,0.797069501131773,0.179217156022787,1,0,0,1,0.146,0.418,NaN,0.216,1.132,NaN
367,2,5,2,5,5,-0,0,0.917193546891212,0.166132451966405,1,0,0,1,0.241,0.509,NaN,0.216,1.012,NaN
381,2,1,2,1,2,1,1,1.00698854215443,0.15000961907208,1,0,0,1,0.174,0.406,0.81,0.176,0.36,0.516
386,2,3,2,3,3,-0,0,0.797239847481251,0.180846223607659,1,0,0,1,0.14,0.388,NaN,0.192,0.828,NaN
394,4,2,2,4,2,-0,1,0.897282650694251,0.16175764799118,0,1,1,0,0.177,0.429,0.693,0.204,0.216,0.488
399,3,2,2,3,2,-0,1,0.957153679803014,0.139854917302728,0,1,1,0,0.165,0.405,0.677,0.196,0.224,0.576
412,2,4,2,4,4,-0,0,0.828099830076098,0.184458853676915,1,0,0,1,0.171,0.427,NaN,0.204,1.016,NaN
423,2,5,2,5,5,-0,0,0.816929554566741,0.176261957734823,1,0,0,1,0.184,0.404,NaN,0.18,1.12,NaN
441,2,3,2,3,3,-0,0,1.32694273628294,0.185996668413281,1,0,0,1,0.19,0.414,0.81,0.18,0.356,0.22
454,2,4,2,4,4,-0,0,0.737265780568123,0.182770473882556,1,0,0,1,0.148,0.4,NaN,0.212,0.592,NaN
463,2,3,2,3,3,-0,0,0.887187054380774,0.182753989472985,1,0,0,1,0.149,0.369,NaN,0.18,1.032,NaN
520,5,2,2,5,5,1,0,0.827312663197517,0.165873892605305,0,1,1,0,0.176,0.46,NaN,0.24,0.7,NaN
530,2,5,2,5,5,-0,0,0.836972929537296,0.173392366617918,1,0,0,1,0.153,0.429,NaN,0.236,0.844,NaN
531,2,2,2,2,2,1,1,1.09717959351838,0.191816795617342,1,0,0,1,0.206,0.438,0.782,0.18,0.304,0.556
585,4,2,2,4,4,1,0,0.844613950699568,0.153810670599341,0,1,1,0,0.236,0.468,NaN,0.184,0.692,NaN
18,3,2,2,3,2,-0,1,0.917144233360887,0.145352715626359,0,1,1,0,0.154,0.39,0.766,0.192,0.32,0.788
22,2,2,2,2,2,1,0,0.747192611917853,0.149620834738016,0,1,1,0,0.184,0.408,NaN,0.176,0.756,NaN
27,2,5,2,5,5,-0,0,0.776924883946776,0.145029213279486,1,0,0,1,0.169,0.389,NaN,0.18,0.964,NaN
32,3,2,2,3,3,1,0,0.756987489759922,0.159741820767522,0,1,1,0,0.163,0.395,NaN,0.192,0.876,NaN
34,2,4,2,4,4,-0,0,0.776947682723403,0.164664529263973,1,0,0,1,0.163,0.419,NaN,0.2,1.052,NaN
51,4,2,2,4,4,1,0,0.797012951225042,0.151121009141207,0,1,1,0,0.167,0.407,NaN,0.2,0.556,NaN
60,2,3,2,3,3,-0,0,0.816916394978762,0.166384233161807,1,0,0,1,0.179,0.399,NaN,0.184,1.148,NaN
73,5,2,2,5,5,1,0,0.706937214359641,0.159748423844576,0,1,1,0,0.146,0.386,NaN,0.196,1.036,NaN
80,5,2,2,5,5,1,0,0.747146541252732,0.150755096226931,0,1,1,0,0.167,0.423,NaN,0.216,0.92,NaN
81,3,2,2,3,2,-0,1,1.04696319438517,0.160949790850282,0,1,1,0,0.143,0.387,0.851,0.196,0.412,0.384
87,3,2,2,3,3,1,0,0.737273555248976,0.160538116469979,0,1,1,0,0.165,0.377,NaN,0.168,0.832,NaN
109,1,2,2,1,2,-0,1,0.937603455036879,0.244067385792732,0,1,1,0,0.277,0.517,0.937,0.192,0.368,0.364
121,4,2,2,4,4,1,0,0.797209225594997,0.160510672256351,0,1,1,0,0.172,0.44,NaN,0.22,0.808,NaN
129,2,3,2,3,3,-0,0,0.86702916957438,0.166211910545826,1,0,0,1,0.15,0.394,NaN,0.192,0.984,NaN
132,5,2,2,5,5,1,0,0.706897670403123,0.160979045554996,0,1,1,0,0.151,0.391,NaN,0.196,0.996,NaN
135,2,3,2,3,3,-0,0,0.716855755075812,0.146102359518409,1,0,0,1,0.143,0.359,NaN,0.176,0.996,NaN
141,3,2,2,3,3,1,0,0.747068198397756,0.160733073949814,0,1,1,0,0.144,0.404,NaN,0.216,0.788,NaN
159,1,2,2,1,1,1,0,0.87706945091486,0.15462214872241,0,1,1,0,0.224,0.496,NaN,0.232,0.804,NaN
181,2,4,2,4,4,-0,0,0.846971577033401,0.140386113896966,1,0,0,1,0.147,0.403,NaN,0.2,0.96,NaN
187,1,2,2,1,2,-0,1,1.08809249103069,0.213703220710158,0,1,1,0,0.212,0.472,0.852,0.22,0.34,0.648
189,3,2,2,3,3,1,0,0.846810543909669,0.261376574635506,0,1,1,0,0.19,0.426,NaN,0.188,0.728,NaN
190,2,5,2,5,5,-0,0,0.767083564773202,0.146280696615577,1,0,0,1,0.15,0.378,NaN,0.188,1.216,NaN
201,5,2,2,5,5,1,0,0.747243084013462,0.149377875030041,0,1,1,0,0.138,0.406,NaN,0.228,0.832,NaN
213,2,3,2,3,3,-0,0,0.807056145742536,0.129515344277024,1,0,0,1,0.181,0.405,NaN,0.172,0.984,NaN
253,5,2,2,5,5,1,0,0.806780487298965,0.139628011733294,0,1,1,0,0.146,0.374,NaN,0.184,1,NaN
263,2,5,2,5,5,-0,0,0.857608113437891,0.168859930709004,1,0,0,1,0.18,0.412,NaN,0.188,1.212,NaN
265,2,1,2,1,1,-0,0,0.866981614381075,0.164772002026439,1,0,0,1,0.167,0.415,NaN,0.192,0.952,NaN
271,3,2,2,3,3,1,0,0.797109570354223,0.151019947603345,0,1,1,0,0.161,0.393,NaN,0.192,0.84,NaN
273,2,1,2,1,1,-0,0,1.33853436075151,0.172260703518987,1,0,0,1,0.201,0.437,1.001,0.184,0.516,0.188
279,5,2,2,5,5,1,0,0.787095837295055,0.142593175172806,0,1,1,0,0.15,0.438,NaN,0.232,1.224,NaN
298,1,2,2,1,1,1,0,0.836927983909845,0.163679616525769,0,1,1,0,0.133,0.417,NaN,0.24,0.656,NaN
300,4,2,2,4,4,1,0,0.837327681481838,0.19275664165616,0,1,1,0,0.198,0.446,NaN,0.208,1.048,NaN
309,2,3,2,3,3,-0,0,0.816914333030581,0.156113108620048,1,0,0,1,0.161,0.393,NaN,0.18,0.784,NaN
324,1,2,2,1,1,1,0,0.846878848969936,0.171283895149827,0,1,1,0,0.165,0.405,NaN,0.2,0.64,NaN
329,3,2,2,3,3,1,0,0.79695182107389,0.141630288213491,0,1,1,0,0.201,0.449,NaN,0.2,0.596,NaN
346,2,1,2,1,1,-0,0,0.796888409182429,0.151483587920666,1,0,0,1,0.172,0.408,NaN,0.18,1.152,NaN
360,3,2,2,3,3,1,0,0.777166182175279,0.304998716339469,0,1,1,0,0.16,0.404,NaN,0.196,0.748,NaN
377,1,2,2,1,1,1,0,0.737191712483764,0.192222733050585,0,1,1,0,0.191,0.423,NaN,0.188,0.608,NaN
397,2,3,2,3,2,1,1,0.987051958218217,0.163865560665727,1,0,0,1,0.149,0.381,0.721,0.18,0.144,0.532
419,2,3,2,3,3,-0,0,0.78717052936554,0.163812650367618,1,0,0,1,0.15,0.366,NaN,0.18,0.76,NaN
482,5,2,2,5,5,1,0,0.717334471642971,0.1656139716506,0,1,1,0,0.139,0.371,NaN,0.188,0.832,NaN
489,5,2,2,5,5,1,0,0.83697022870183,0.163423364982009,0,1,1,0,0.194,0.43,NaN,0.192,0.66,NaN
496,5,2,2,5,5,1,0,0.707421068102121,0.166461819782853,0,1,1,0,0.146,0.382,NaN,0.192,0.828,NaN
497,2,5,2,5,5,-0,0,0.777222909033298,0.174268400296569,1,0,0,1,0.185,0.433,NaN,0.192,0.924,NaN
512,2,3,2,3,3,-0,0,0.817268285900354,0.155997544527054,1,0,0,1,0.152,0.376,NaN,0.184,0.764,NaN
527,3,2,2,3,3,1,0,0.786901628598571,0.174024129286408,0,1,1,0,0.143,0.379,NaN,0.192,0.72,NaN
533,2,3,2,3,3,-0,0,1.20725450851023,0.17037614621222,1,0,0,1,0.161,0.397,NaN,0.196,1.06,NaN
539,3,2,2,3,3,1,0,0.757159475237131,0.169724689796567,0,1,1,0,0.146,0.37,NaN,0.184,0.652,NaN
548,2,3,2,3,3,-0,0,0.947252117097378,0.181298365816474,1,0,0,1,0.148,0.4,NaN,0.2,0.86,NaN
556,2,4,2,4,4,-0,0,0.787124145776033,0.172011682763696,1,0,0,1,0.139,0.363,NaN,0.172,0.656,NaN
559,2,4,2,4,4,-0,0,0.777432622388005,0.185011506080627,1,0,0,1,0.152,0.38,NaN,0.176,1.032,NaN
567,2,4,2,4,4,-0,0,0.751053411513567,0.164040273055434,1,0,0,1,0.171,0.399,NaN,0.176,0.616,NaN
598,2,3,2,3,3,-0,0,0.977133255451918,0.164342273026705,1,0,0,1,0.255,0.523,NaN,0.228,0.596,NaN
599,3,2,2,3,3,1,0,0.757271636277437,0.24885568767786,0,1,1,0,0.141,0.389,NaN,0.204,0.732,NaN
601,2,4,2,4,4,-0,0,0.827467750757933,0.174385068938136,1,0,0,1,0.182,0.418,NaN,0.192,1.208,NaN
7,5,3,3,5,5,1,0,0.957644844427705,0.148867480456829,0,1,1,0,0.144,0.404,NaN,0.22,0.728,NaN
