sim_id,true_eta,tada_eta,addm_eta,true_kappa,tada_kappa,addm_kappa,true_a,tada_a,addm_a,true_x0,tada_x0,addm_x0
18,0.4341924900745753,0.388,0.419,0.6903837729990174,0.646,0.645,1.878129463788245,1.726,1.789,0.9565258385388953,0.8250280000000001,0.8980780000000002
19,0.7602336049198528,0.734,0.783,0.14046719381298658,0.151,0.147,1.963699827941309,1.881,1.879,1.2031759775373239,1.1286000000000003,1.1274000000000002
20,0.587050933920313,0.431,,0.25057130120240084,0.258,,0.6366076122021667,0.646,,0.23624799912636274,0.23385200000000006,
21,0.7863582960466995,0.902,0.894,0.13541478239657126,0.12,0.12,2.5142552043671746,2.492,2.492,-0.7860609781358978,-0.7376320000000001,-0.7376320000000001
22,0.10508944445374485,0.103,0.1,0.2063582197636347,0.199,0.203,2.238188757616535,2.135,2.183,0.306787884761067,0.27754999999999974,0.3012539999999997
23,0.5816791132181484,0.611,0.578,0.3016006442231789,0.281,0.297,2.9069717515150777,2.918,2.979,2.448727463437604,2.4277760000000006,2.490444
24,0.7753162303053635,0.806,0.808,0.32351177691825495,0.337,0.338,4.082458465398942,4.055,4.063,0.7560903591764765,0.7785599999999997,0.7638439999999997
25,0.15384640047052434,0.177,0.263,0.29643307241539435,0.378,0.346,1.2093641573554077,1.216,1.227,0.07279230761777788,0.07052800000000015,0.07116600000000006
26,0.779036840335671,0.745,0.762,0.5061917767910805,0.547,0.545,2.3776156438908953,2.483,2.5,1.5222400428267417,1.6338139999999997,1.6499999999999995
27,0.4784375860577247,0.332,0.445,0.2967018780164048,0.326,0.292,1.122375041271627,1.132,1.129,-0.4807240872434313,-0.45732799999999996,-0.453858
28,0.1987048964478455,0.096,0.156,0.570683399900849,0.593,0.556,1.5547348127921048,1.544,1.601,0.5154132921075647,0.4601120000000001,0.5219260000000001
29,0.1657266527408708,0.211,0.205,0.17703018258690595,0.195,0.199,2.5902705547318674,2.526,2.566,-1.0311976500435653,-0.954828,-0.9648159999999999
30,0.4471361742016616,0.628,0.542,0.25292897390273766,0.276,0.294,1.79159021085669,1.804,1.821,-1.6614034093317682,-1.670504,-1.686246
31,0.7175212889724174,0.721,0.719,0.4168403075228916,0.401,0.406,4.817770096055736,4.472,4.527,-2.123117992714901,-1.842464,-1.8741780000000001
32,0.5639089436107102,0.574,0.583,0.8084078582897342,0.796,0.804,3.1417739435596603,3.106,3.174,1.9884486186837416,1.9505679999999996,2.025012
33,0.6063275267926709,0.592,0.594,0.6764954943501665,0.73,0.734,0.5455811509717432,0.555,0.557,0.2014462813771669,0.23199000000000003,0.23282599999999998
34,0.34447173287132066,0.306,0.273,0.11961888628179793,0.094,0.1,2.377810509551964,2.321,2.337,1.620330207156373,1.5643539999999998,1.579812
35,0.31462928453892386,0.038,0.119,0.1800137998782129,0.202,0.18,1.0539525608611366,1.072,1.078,-0.25197303174213226,-0.24441599999999997,-0.256564
36,0.5101731163860946,0.468,0.521,0.9344662094170036,0.993,0.941,1.4927634321112089,1.476,1.484,0.10227607129352267,0.0944640000000001,0.11872000000000016
37,0.22851027405691587,0.217,0.222,0.383514670085194,0.372,0.393,2.3517294259008086,2.222,2.341,-1.5721085902366392,-1.448744,-1.582516
38,0.3696685178110136,0.361,0.346,0.5459170733899671,0.464,0.494,1.3821968133523916,1.242,1.303,1.0326389990683844,0.876852,0.940766
39,0.363610077253448,0.335,0.372,1.2787470807530885,1.284,1.255,1.4606694861117047,1.383,1.419,-0.1384868839725133,-0.11063999999999985,-0.11635799999999996
40,0.13174737405417958,0.107,0.103,0.1669203927643886,0.166,0.168,1.6448112982445906,1.669,1.692,-0.5610271683791583,-0.597502,-0.619272
41,0.6838152371481457,0.602,0.673,0.7372826164973381,0.752,0.723,1.0149991686076076,1.021,1.023,0.35182673175027945,0.33897200000000005,0.345774
42,0.6473874369871937,0.614,0.641,0.7734515940000545,0.771,0.761,2.446741916499248,2.445,2.474,-0.8503454554359946,-0.8948699999999998,-0.900536
43,0.7243811817805271,0.711,0.729,1.1297094529027714,1.085,1.081,2.684089705509634,2.578,2.602,-1.2423555807862183,-1.232284,-1.2489599999999998
44,0.6939160655412927,0.66,0.673,0.4370605685530104,0.423,0.422,1.9528423511392938,1.944,1.962,-0.5607179383065735,-0.5676480000000002,-0.5729040000000001
45,0.8689611279082282,0.865,0.859,0.8968497503298736,0.937,0.95,2.5091123321976423,2.633,2.652,-1.8598489189382525,-1.964218,-1.9836960000000001
46,0.6031248256487826,0.585,0.59,0.2624806412193775,0.265,0.264,1.847395922433292,1.856,1.869,0.5416024939723374,0.5196799999999999,0.5233200000000002
47,0.2893336402092237,0.217,0.285,0.7520997135230024,0.788,0.74,0.8461605298269076,0.871,0.874,0.024120525605017207,0.038324000000000025,0.04195199999999999
48,0.4037450960029155,-0.064,-0.243,0.11654131604973715,0.086,0.095,1.4967164786386478,1.588,1.609,-1.1901177987650968,-1.2704,-1.2904179999999998
49,0.5015222888928625,0.55,0.154,0.07679007333725,0.043,0.053,1.130752079686197,1.112,1.112,-0.7324349023330561,-0.7027840000000001,-0.7050080000000001
50,0.47992857775722014,0.446,0.469,0.47550499724354833,0.483,0.483,0.8501948389328342,0.852,0.863,0.42250341602663055,0.4191839999999999,0.4332259999999999
51,0.4262376110569673,0.366,0.408,0.4737915943467025,0.484,0.474,1.0879774693351887,1.083,1.105,0.726853297577384,0.697452,0.7204599999999999
52,0.4693471671429416,0.397,0.43,0.6776431381898683,0.656,0.643,0.7440935129191651,0.745,0.749,-0.09694818475672551,-0.10430000000000006,-0.10486000000000006
53,0.21872851776645746,0.01,0.056,0.4640897454390684,0.439,0.408,0.5754646841825529,0.596,0.596,-0.46900405874588075,-0.477992,-0.477992
54,0.4356264740168972,0.513,0.439,0.20887961338027877,0.217,0.242,2.6568786279559578,2.771,2.843,2.258443184053887,2.366434,2.4392940000000003
55,0.45393551064827814,0.484,0.512,0.2447521538885173,0.223,0.219,1.597233047857159,1.558,1.568,-0.04239410898134022,-0.0031159999999998966,0.0
56,0.6198499973938184,0.541,0.581,0.5835781912406867,0.632,0.621,1.537993098834812,1.559,1.58,-0.521234055125327,-0.51447,-0.5340400000000001
57,0.6889735618759827,0.745,0.718,0.39171690115755176,0.359,0.372,2.492189638436389,2.547,2.567,2.035175633821619,2.052882,2.074136
58,0.9407970850611816,0.921,0.916,0.8051463080190615,0.833,0.84,3.3323482130419837,3.426,3.442,0.10927564174413584,0.1781520000000003,0.17898400000000025
59,0.3843488355631864,0.372,0.364,0.3709840604122203,0.366,0.387,3.839569728513758,3.718,3.848,0.20974193428432342,0.26026000000000016,0.3001440000000004
60,0.5411753408668187,0.611,0.594,0.450475687412572,0.408,0.425,2.2520906579450077,2.154,2.195,1.6553998560588177,1.5638039999999997,1.6067399999999998
61,0.936787718222518,0.923,0.913,0.6305512795187189,0.593,0.596,1.5400173434031414,1.555,1.557,1.1142786508568518,1.1227099999999999,1.1241539999999999
62,0.20673623845250835,0.178,0.275,0.5157768580350879,0.528,0.494,1.391466810490991,1.339,1.361,-0.3579507888577227,-0.342784,-0.3756360000000001
63,0.45397255191159097,0.419,0.432,0.731334927159311,0.712,0.74,2.501861027219792,2.303,2.421,-1.646350849518262,-1.42786,-1.554282
64,0.5897476586464108,0.58,0.611,1.1183876391104586,1.082,1.069,2.1545753301112978,2.104,2.132,1.6663502015664524,1.590624,1.624584
65,0.24072986634184412,0.208,0.245,1.2102117755386799,1.233,1.224,2.336357997138066,2.296,2.374,0.7286312898159819,0.7025760000000001,0.7549320000000002
66,0.7333046923017866,0.752,0.842,0.08751252552716064,0.104,0.099,0.8880366342798689,0.912,0.912,0.09157824404498371,0.10032000000000008,0.10032000000000008
67,0.5729698667572662,0.592,0.602,0.25363940616155245,0.295,0.296,1.2053038783102987,1.181,1.189,-0.6417436178280871,-0.6164820000000001,-0.625414
68,0.47265327308861294,0.433,0.486,0.5757632527481205,0.58,0.548,2.288396353799032,2.252,2.282,0.003887564819800904,0.09007999999999994,0.09128000000000025
69,0.7799168403577968,0.782,0.781,0.22963497540985914,0.259,0.257,2.3283221086880097,2.278,2.28,-1.9964136514982131,-1.9408560000000001,-1.9425599999999998
70,0.17677963240675948,-0.147,-0.154,0.23186306203422627,0.189,0.18,0.9996093607031503,1.015,1.029,0.5154715942156042,0.54607,0.561834
71,0.39292943388069956,0.402,0.429,0.5715451029760192,0.56,0.563,1.9880926585751755,1.958,2.027,0.8767416437967823,0.8145279999999999,0.879718
72,0.230391611572106,0.166,0.192,0.7397654885434183,0.66,0.689,1.9268489085082474,1.836,1.982,1.2258594809348318,1.086912,1.2526239999999997
73,0.661117643052923,0.653,0.666,1.3010229358083163,1.266,1.294,2.185193262190649,2.084,2.156,-1.1055875491728089,-1.025328,-1.095248
74,0.5303210395891297,0.416,0.473,0.13173395168024785,0.195,0.191,0.8907273724831947,0.947,0.945,-0.705541197581697,-0.7575999999999999,-0.756
75,0.36360537892101463,0.323,0.357,1.2396559807094392,1.23,1.224,1.5511872618683986,1.506,1.562,0.05591116910376481,0.09939600000000004,0.10933999999999999
76,0.35963103663099244,0.292,0.342,0.8816017908711575,0.858,0.823,1.0242383985172516,0.973,0.988,0.019369908931835322,0.01167600000000002,0.00988
77,0.2737778390826567,-0.124,-0.154,0.07737850084950282,0.041,0.041,0.8290836601344925,0.868,0.868,-0.2434862034604034,-0.24130400000000007,-0.24130400000000007
78,0.23381610026160332,0.163,0.199,0.546254508150492,0.544,0.534,2.2901803575454847,2.167,2.282,0.020528033600716533,0.06067599999999995,0.06389600000000017
79,0.6578570167033073,0.602,0.64,0.8370621170744812,0.823,0.802,1.5705275936120309,1.493,1.508,-0.9753436422425771,-0.9047580000000001,-0.925912
80,0.8945473372825701,0.876,0.864,0.14439289450941026,0.165,0.165,2.811399514256413,2.798,2.797,2.2376289214082803,2.2048240000000003,2.204036
81,0.3274355463273482,0.258,0.336,0.43530746001757603,0.482,0.456,1.1534477491806707,1.154,1.174,-0.45169535565725405,-0.43852,-0.464904
82,0.3959652671174582,0.189,0.281,0.35412194237060063,0.373,0.349,0.9306430339234318,0.949,0.959,0.1885002236187142,0.1689219999999999,0.17261999999999988
83,0.750851756206578,0.72,0.689,0.25079828721156044,0.212,0.217,2.638638064211302,2.626,2.634,-1.230243886177914,-1.239472,-1.248516
84,0.20975216314263234,0.184,0.222,0.33011673307775513,0.357,0.335,1.9796385052609913,1.859,1.896,0.160987611754432,0.1338480000000002,0.14409600000000022
85,0.24151498730522733,0.248,0.238,0.9008659293880621,0.756,0.867,4.046037389728416,3.448,3.897,-3.5631471271104678,-2.951488,-3.421566
86,0.6030857286746306,0.629,0.609,0.24762430666053742,0.244,0.25,2.271021664543124,2.245,2.261,0.16082676892300451,0.17062,0.17635800000000001
87,0.33644725127976066,0.327,0.337,0.6427045356738668,0.602,0.631,2.4578598326717604,2.279,2.42,-1.5510664102602538,-1.39019,-1.53912
88,0.5789584358691732,0.578,0.588,0.49283876152009726,0.481,0.483,2.6841555369130847,2.826,2.87,-1.9952838672441762,-2.125152,-2.16972
89,0.3798458274715,0.427,0.291,1.3350362089653887,0.963,1.151,3.5521233033406947,2.814,3.048,-3.4549201814502393,-2.712696,-2.901696
90,0.3176504213455994,0.254,0.276,0.4771173519479282,0.471,0.48,1.0389917750866497,0.984,1.021,-0.5289624267774627,-0.46444799999999997,-0.508458
91,0.5816589457502868,0.524,0.571,0.6125098067272846,0.61,0.593,1.8861957562824874,1.847,1.87,-0.2008770281581711,-0.2142519999999999,-0.21317999999999993
92,0.9079391610206559,0.758,0.86,0.18535114319114343,0.183,0.171,1.1566646643626448,1.201,1.199,0.00788531840414719,0.026421999999999946,0.028776000000000135
93,0.6055197163704262,0.588,0.597,1.1111289939224098,1.044,1.073,1.5651703247519462,1.462,1.517,0.953170583318941,0.8538080000000001,0.9102000000000001
94,0.626148621100237,0.462,,0.30107027034678324,0.408,,0.4135752126533179,0.442,,-0.3059738850547648,-0.3315,
95,0.8118579020343026,0.865,0.936,0.04854834961448555,0.031,0.032,0.9841112814971763,0.981,0.982,0.037090698462542426,0.056898000000000004,0.05695600000000001
96,0.5014816131927038,0.325,0.378,0.410917630213027,0.35,0.339,0.7842418080478292,0.775,0.779,0.33387340029178836,0.32084999999999997,0.3271799999999999
97,0.5605644223143591,0.472,0.543,0.32930411033349005,0.317,0.299,0.7146783857898533,0.698,0.697,0.10352344932573598,0.09073999999999993,0.09060999999999997
98,0.4534393783496794,0.497,0.452,0.08437680913449344,0.065,0.068,2.25010352698374,2.268,2.274,-0.6819852962103505,-0.5851439999999999,-0.586692
99,0.38899665060581173,0.395,0.381,0.36153989545135484,0.354,0.375,4.838103869127885,4.613,4.75,0.6495622341372824,0.6273679999999997,0.6839999999999993
100,0.19621392268167648,-0.043,-0.029,0.5805815216197034,0.482,0.459,0.48291344780906303,0.505,0.504,0.16206674448838615,0.16766000000000003,0.16732800000000003
101,0.7940431143988183,0.786,0.802,0.8822608359284422,0.856,0.849,3.29205817758087,3.24,3.255,1.2760905756601515,1.2506399999999998,1.25643
102,0.6299339727085007,0.628,0.631,0.45926126267979456,0.439,0.444,3.330230140352892,3.248,3.287,2.510193761306539,2.3905279999999998,2.43238
103,0.730476210652457,0.677,0.683,0.49857755370915563,0.477,0.479,1.0609517914125492,1.032,1.044,0.8362532450490732,0.7967040000000001,0.8080560000000001
104,0.489159045285371,0.525,0.542,0.5134847241720694,0.496,0.497,2.4028406744575697,2.258,2.303,0.7946267751939624,0.7135280000000002,0.7461720000000001
105,0.26642454737817,0.244,0.267,0.29287392133585216,0.298,0.293,1.9819295242136798,1.913,1.952,-0.45816241713027783,-0.4399899999999999,-0.46848
106,0.9650704436546509,1.11,1.031,0.19361558240982968,0.198,0.204,1.770008555612839,1.803,1.8,0.40898677489230817,0.4759920000000002,0.47160000000000024
107,0.2846820883303132,0.307,0.298,0.33131243960105716,0.325,0.346,3.649607382951358,3.469,3.6,-0.3234708587383732,-0.3260860000000001,-0.3599999999999999
108,0.6052708126047124,0.584,0.643,0.28660157005521447,0.283,0.271,1.5380685544082033,1.575,1.58,-0.18134569919899057,-0.24255000000000004,-0.24648000000000003
109,0.2761183956135144,0.505,0.406,0.29505293679239275,0.269,0.297,1.804724829304717,1.78,1.835,1.6547348617218847,1.6198,1.67352
110,0.6330856574594552,0.643,0.637,0.4348377099660025,0.425,0.433,3.8758964322582927,3.907,3.956,0.5053936103131842,0.4610260000000004,0.48263200000000017
111,0.2931373431022592,0.23,0.27,0.5726679102991366,0.602,0.58,0.7568358972534892,0.76,0.77,-0.2255311242599426,-0.20064000000000004,-0.21406000000000003
112,0.7821729426755875,0.681,0.757,0.2392103733985619,0.23,0.219,1.1841102068200848,1.19,1.191,0.2403210989210538,0.19277999999999995,0.19055999999999984
113,0.800313873962777,0.789,0.785,0.4209916413866356,0.42,0.424,3.020463902882438,3.005,3.019,0.4663048799685501,0.4146899999999998,0.4226599999999996
114,0.5984222797617399,0.602,0.599,0.35766100759148595,0.362,0.371,4.08674884452949,3.925,4.012,2.775986436267388,2.6376,2.7121119999999994
115,0.32205482671968894,0.232,0.315,0.560916060021516,0.613,0.561,1.1794276580262515,1.219,1.236,-0.015361262784304497,0.007314000000000043,0.0
116,0.6112615383346189,0.477,0.544,0.5553690920441284,0.561,0.534,1.3062989671689151,1.277,1.286,-0.12792611002623366,-0.10982199999999986,-0.12602800000000003
117,0.5058973141624487,0.495,0.493,0.3652629742377,0.374,0.381,1.4768948100617365,1.459,1.482,-1.012481949467414,-0.965858,-0.989976
118,0.6988441462272863,0.663,0.705,0.3797084042723151,0.365,0.352,0.6580495796850275,0.668,0.668,0.03769695087029823,0.040080000000000005,0.04141600000000001
119,0.7116353272463196,0.807,0.76,0.26625706951928224,0.245,0.247,0.9254537651829392,0.922,0.924,-0.7710028314089958,-0.7597280000000001,-0.761376
120,0.9348974610223557,0.972,0.941,0.39052493825354895,0.392,0.398,1.8613131746407212,1.871,1.874,0.1778951524662149,0.17961600000000022,0.18365200000000037
121,0.6465531758655814,0.608,0.635,1.0444722057260898,0.993,0.991,2.0909780567128613,1.991,2.022,0.525176574830323,0.46589400000000003,0.4933679999999998
122,0.3875082634626846,0.405,0.423,0.3626453978256956,0.402,0.402,1.669728059902296,1.633,1.67,-0.8984079532780002,-0.855692,-0.8984599999999999
123,0.5729480521781338,0.561,0.594,0.9280203991584811,0.938,0.925,1.8222864874358529,1.757,1.788,-0.5110088749027055,-0.460334,-0.4863360000000001
124,0.8918405966506185,0.862,0.877,0.7503324120400863,0.795,0.789,1.8182015497965607,1.819,1.82,-0.8734668187086837,-0.894948,-0.89908
125,0.5764992513399765,0.622,0.6,0.39240983174056154,0.36,0.374,3.297342115126166,3.238,3.288,-0.23656223529080034,-0.1489480000000003,-0.15124800000000027
126,0.6119196922784407,0.557,0.609,0.9033560535828132,0.957,0.921,1.596623623129175,1.596,1.604,-0.324622562350642,-0.33196800000000004,-0.33363199999999993
127,0.38714708749065563,0.349,0.403,0.5241611252740584,0.509,0.491,1.5129399761372238,1.495,1.531,0.2446967694084512,0.24517999999999995,0.27557999999999994
128,0.3345128765341766,0.318,0.31,0.6356528106858743,0.563,0.615,2.372261677969319,2.257,2.439,-1.7614508219083824,-1.6295540000000002,-1.8243719999999999
129,0.4529199396212037,0.34,0.388,0.3926308003207715,0.442,0.424,1.042941932057426,1.024,1.04,0.3883746191529063,0.34816,0.3702400000000001
130,0.9461298349822006,0.939,0.942,0.29074167169119813,0.3,0.299,3.5407039463627688,3.633,3.63,1.8857781582834323,1.92549,1.9238999999999997
131,0.28248713009949344,0.243,0.25,0.28785522562638305,0.284,0.287,2.1931672066730536,2.106,2.161,0.9057727636936419,0.8676719999999998,0.9119419999999998
132,0.3559050857860229,0.33,0.358,1.5233204415905874,1.521,1.526,3.455761591583677,3.327,3.428,0.8870907631859328,0.8317499999999995,0.904992
133,0.9047094018255787,0.914,0.919,0.41632345636435397,0.428,0.428,1.693504758420568,1.67,1.671,-0.3465444790235104,-0.34067999999999987,-0.34088399999999996
134,0.367316791000001,0.336,0.355,0.4260346739767526,0.43,0.43,2.307909259932738,2.277,2.336,0.74748412757602,0.7104240000000002,0.7335039999999999
135,0.4387878885703811,0.359,0.251,0.2714288263319705,0.212,0.249,1.700998287623204,1.592,1.638,-1.3742051615097322,-1.2481280000000001,-1.297296
136,0.36466960736072557,0.368,0.325,0.4263977407775156,0.358,0.409,1.9629556357880007,1.953,2.073,1.4096414338735166,1.3905359999999998,1.517436
137,0.2407059020649897,0.23,0.282,0.9693134391439505,1.0,0.971,1.9223898551644796,1.79,1.842,-0.5574022397673282,-0.48330000000000006,-0.5341800000000001
138,0.8346972232269374,0.855,0.85,1.0249812138833796,0.997,1.005,2.788119067193246,2.843,2.863,-0.3564680306336969,-0.43782200000000016,-0.446628
139,0.48632924755720613,0.442,0.494,0.7934052316319993,0.882,0.856,1.3674401952240627,1.373,1.398,-0.3819910956989292,-0.28833,-0.3159479999999999
140,0.6390436714694413,0.607,,0.12437727470708315,0.129,,0.4319401582623277,0.429,,-0.1480898475066833,-0.13813799999999998,
141,0.134138067871314,0.042,-0.012,0.1010366621212233,0.098,0.105,2.4448896569419727,2.424,2.463,-1.2962449527857023,-1.212,-1.241352
142,0.9250509683744959,0.991,0.954,0.2374362439222452,0.227,0.23,3.0748523834165247,3.012,3.013,0.8382377007320878,0.7469760000000001,0.7472240000000001
143,0.6552269298013039,0.653,0.649,0.8650868892549723,0.779,0.805,1.3066426172335461,1.257,1.293,0.957256241558682,0.9025259999999997,0.9387179999999999
144,0.579805104657232,0.548,0.582,0.7433575489286764,0.817,0.806,1.2407011273288588,1.258,1.283,0.4883188843117443,0.49061999999999983,0.5183319999999998
145,0.5622978476331694,0.233,,0.30547709869561646,0.178,,0.48041937845106447,0.49,,0.17011035908588573,0.16758000000000006,
146,0.7858752858136231,0.929,0.909,0.11935200977695215,0.119,0.121,2.4878372595821716,2.509,2.511,-0.7703118607450736,-0.7276100000000001,-0.7281900000000001
147,0.3030694022006536,0.378,0.386,0.1966428078160215,0.206,0.206,1.7515133182847265,1.725,1.735,-0.5931952153650233,-0.52095,-0.5274400000000001
148,0.4256199231234425,0.472,0.445,0.10820217809661327,0.103,0.106,4.038185211281268,4.103,4.136,-1.7213959855841288,-1.8299379999999998,-1.852928
149,0.7094940818831077,0.617,0.698,0.17774185372794557,0.213,0.199,0.7638424467273143,0.774,0.773,0.058091962243173256,0.03250799999999998,0.03092000000000006
150,0.4975855372450659,0.532,0.472,0.04745168072357426,0.072,0.075,1.9859654484376066,2.028,2.033,-0.7481736196161497,-0.754416,-0.756276
151,0.38348235711207285,0.463,0.443,0.31672014360825895,0.316,0.328,1.0745165897012598,1.072,1.092,-0.816588758452663,-0.810432,-0.82992
152,0.8546983944618726,0.81,0.842,0.7456005888187792,0.759,0.741,1.7527872082087697,1.778,1.776,-0.383029037222671,-0.42672,-0.42979199999999995
153,0.7286803588329938,0.742,0.741,1.5732190559355717,1.584,1.623,1.023342198198368,1.023,1.047,-0.5241047644757779,-0.5115,-0.536064
154,0.5060994392983204,0.466,0.491,1.0435796098137597,1.006,1.019,2.2927336006591537,2.221,2.308,-1.2495572422994987,-1.159362,-1.2509359999999998
155,0.3478203263564084,0.386,0.534,0.09500512986984107,0.071,0.064,1.315982353158706,1.298,1.298,-0.8476577644436596,-0.8281240000000001,-0.825528
156,0.0806252929872907,0.181,0.141,0.1150967114076816,0.123,0.129,2.3828564162904917,2.329,2.356,-0.7322155821440532,-0.7080160000000002,-0.716224
157,0.44727009748519175,0.224,0.316,0.24956590269555917,0.239,0.217,1.3082660997207114,1.307,1.311,-0.33340627049655236,-0.345048,-0.34086000000000005
158,0.713170493100896,0.67,0.707,0.371598030410454,0.357,0.35,1.3151424537790002,1.302,1.307,-0.02856955639472436,-0.0026040000000000507,-0.00522800000000001
159,0.7101935312415082,0.795,0.802,0.13744290092297973,0.168,0.168,1.9002330039521322,1.977,1.977,0.5094540823636324,0.5377440000000002,0.5377440000000002
160,0.2250517234915565,0.222,0.221,0.4177698513392397,0.391,0.421,4.568906280437601,4.456,4.763,2.637606202590643,2.566656000000001,2.8196960000000004
161,0.45183941857754045,0.349,0.412,0.5922005715275755,0.617,0.591,1.2938910066813067,1.285,1.322,-0.29668233550980794,-0.2724199999999999,-0.32521200000000006
162,0.6374687447312408,0.601,0.617,0.7244105040112102,0.664,0.668,1.4326857270949656,1.401,1.427,-0.9948819450244212,-0.958284,-0.987484
163,0.18174829381750346,0.204,0.225,0.31618342887980544,0.338,0.337,0.6889215180424224,0.708,0.713,-0.16092995108296593,-0.15434399999999993,-0.15828599999999993
164,0.9080681465023565,0.869,0.826,0.1553366201698383,0.164,0.169,2.9176732265581644,2.877,2.881,-2.153243435489428,-2.134734,-2.137702
165,0.5074065110137032,0.496,0.531,0.6897316287692957,0.742,0.736,1.853114272711838,1.855,1.9,0.3225561810935422,0.34502999999999995,0.3647999999999998
166,0.8518622419085482,0.882,0.974,0.17887634106501568,0.195,0.184,0.7243884622450534,0.738,0.737,-0.46171615632267016,-0.466416,-0.46431
167,0.48578702542626273,0.438,0.468,1.3910548563124234,1.357,1.388,1.4107461724430623,1.37,1.443,0.850126119757139,0.7535000000000003,0.8340540000000001
168,0.575893626048489,0.604,0.617,1.1786261401277773,1.231,1.223,0.7359931662419245,0.759,0.767,-0.10147918578121362,-0.11992199999999997,-0.125788
169,0.5233114155762302,0.559,0.554,0.22745505551634598,0.242,0.245,2.2498367345217467,2.256,2.271,-0.4058908434435389,-0.379008,-0.3815280000000001
170,0.40700147732391245,0.396,0.422,0.3499386238230797,0.365,0.361,1.7236302574854168,1.68,1.706,-0.5079130612928151,-0.46032000000000006,-0.47426800000000013
171,0.34984369979611196,0.324,0.31,0.1857870735586389,0.173,0.176,1.9975849970552304,1.913,1.934,0.5713130100592878,0.5088580000000003,0.5183120000000001
172,0.12817133806736083,0.074,0.097,0.3149762147121612,0.274,0.275,1.859179551232609,1.736,1.789,0.12254762581792167,0.19096000000000024,0.17890000000000006
173,0.6031438554208232,0.539,0.587,0.5504609984805577,0.554,0.547,1.2237677852445743,1.196,1.211,0.25439561786278,0.22484799999999994,0.23251200000000005
174,0.30318159313072596,0.184,0.174,0.31983363083760735,0.28,0.288,1.2849070063806178,1.251,1.286,-0.8454788951010896,-0.803142,-0.843616
175,0.4224050042707266,0.376,0.397,0.9860936625049976,0.964,0.978,2.777421129909385,2.707,2.819,-0.9729918901485637,-0.8878959999999998,-0.9528219999999998
176,0.3831036842976271,0.353,0.377,1.1221984843799422,1.159,1.144,0.957937165557059,0.982,0.999,0.07674841175723013,0.10605600000000015,0.11588400000000021
177,0.5733335455611798,0.509,0.564,0.4244949059116962,0.478,0.459,1.8440227192818137,1.784,1.804,-0.19733991485571,-0.149856,-0.1659679999999999
