sim_id,true_sigma,true_eta,true_kappa,true_a,true_b,true_x0,addm_eta,addm_kappa,addm_a,addm_x0_raw,addm_eta_hdi_3%,addm_eta_hdi_97%,addm_kappa_hdi_3%,addm_kappa_hdi_97%,addm_a_hdi_3%,addm_a_hdi_97%,addm_x0_raw_hdi_3%,addm_x0_raw_hdi_97%,addm_x0,addm_x0_hdi_3%,addm_x0_hdi_97%,time_data_simulation,time_tada_inference,time_addm_inference,addm_eta_error,addm_eta_rel_error,addm_kappa_error,addm_kappa_rel_error,addm_a_error,addm_a_rel_error,addm_x0_error,addm_x0_rel_error
17,1.0,0.3,0.5,1.339425266188682,0.0,0.5,0.293,0.509,1.346,0.687,0.2647296911679193,0.3208283675870098,0.4878003537059257,0.5295843225814011,1.323827587840942,1.3696213682935767,0.6788061035005855,0.6941515141421508,0.5034040000000002,0.48134603062357617,0.5226558760706701,645.5974621772766,0.0,510.1755554676056,-0.007000000000000006,-0.023333333333333355,0.009000000000000008,0.018000000000000016,0.006574733811318012,0.004908623106704815,0.0034040000000001847,0.006808000000000369
18,1.0,0.3,0.5,1.2588789046401119,0.0,0.5,0.334,0.514,1.27,0.703,0.3045464852928157,0.36271213865251917,0.4920910457052829,0.5352011028261568,1.2514548491389763,1.2945395085565157,0.6954035266840805,0.7096329501471914,0.51562,0.49632495777756436,0.5324676933738661,558.9657292366028,0.0,533.9188642501831,0.03400000000000003,0.11333333333333344,0.014000000000000012,0.028000000000000025,0.011121095359888145,0.008834126395236912,0.015619999999999967,0.031239999999999934
19,1.0,0.3,0.5,2.9202038111294195,0.0,0.5,0.309,0.506,2.961,0.576,0.2945367853116082,0.3228318132851896,0.49089731819951543,0.5203438296335015,2.907012226757286,3.0127389869360237,0.5677276559042647,0.583743975733735,0.4500719999999996,0.40108317826505546,0.4959318242951789,3052.621959924698,0.0,1075.2650878429413,0.009000000000000008,0.030000000000000027,0.006000000000000005,0.01200000000000001,0.04079618887058034,0.013970322453213287,-0.049928000000000416,-0.09985600000000083
20,1.0,0.3,0.5,4.035595371009543,0.0,0.5,0.305,0.507,4.076,0.567,0.29291064077518947,0.3174789991265395,0.49273752593150016,0.520837705375091,3.995604561131347,4.150114880330334,0.558508348624872,0.5743360901653283,0.5461839999999993,0.476960057989956,0.6059878070277565,5294.382540941238,0.0,1549.7211847305298,0.0050000000000000044,0.016666666666666684,0.007000000000000006,0.014000000000000012,0.040404628990456715,0.010012061486815788,0.04618399999999934,0.09236799999999867
21,1.0,0.3,0.5,0.7146486075386564,0.0,0.5,0.327,0.49,0.714,0.847,0.2623599138414555,0.37693581057232417,0.4507689330597673,0.5268923041069099,0.6980201899923785,0.7287608603253021,0.8422343760781733,0.8517519533759002,0.49551599999999985,0.48871068903963155,0.5023017894207853,125.63172721862793,0.0,172.05379033088684,0.027000000000000024,0.09000000000000008,-0.010000000000000009,-0.020000000000000018,-0.000648607538656476,-0.0009075894527946616,-0.0044840000000001545,-0.008968000000000309
22,1.0,0.3,0.5,0.6649028184275028,0.0,0.5,0.317,0.493,0.67,0.873,0.26159729776413226,0.37856242724424144,0.4543967142622165,0.5312226076570252,0.6534105765346868,0.6839460414519696,0.8692115559692216,0.8772549543275614,0.49982000000000004,0.494743484998757,0.5055216387989322,98.0683765411377,0.0,1135.0394747257233,0.017000000000000015,0.05666666666666672,-0.007000000000000006,-0.014000000000000012,0.005097181572497278,0.0076660549951527174,-0.00017999999999995797,-0.00035999999999991594
23,1.0,0.3,0.5,1.2182910540106555,0.0,0.5,0.304,0.503,1.223,0.704,0.2758115395497067,0.3345122649133636,0.4801177130973127,0.5228167981555596,1.2040249046579816,1.243900107199782,0.6968027078768412,0.7116999363439617,0.49898399999999987,0.48137942346675344,0.5178180442973304,548.160031080246,0.0,478.9377543926239,0.0040000000000000036,0.013333333333333346,0.0030000000000000027,0.006000000000000005,0.004708945989344571,0.003865206080141983,-0.001016000000000128,-0.002032000000000256
24,1.0,0.3,0.5,4.1770164347456005,0.0,0.5,0.298,0.503,4.155,0.559,0.28525946386881906,0.30899433034740753,0.48821324459350435,0.5158775554477837,4.07730283711818,4.233263933370835,0.551361764960442,0.5658034435298177,0.4902900000000008,0.42681626682127316,0.546826615732785,5763.163150310516,0.0,1733.6934006214142,-0.0020000000000000018,-0.006666666666666673,0.0030000000000000027,0.006000000000000005,-0.022016434745600222,-0.005270851836363705,-0.00970999999999922,-0.01941999999999844
25,1.0,0.3,0.5,0.34797490619414134,0.0,0.5,,,,,,,,,,,,,,,,0.2585127353668213,0.0,0.0,,,,,,,,
26,1.0,0.3,0.5,2.983431347560592,0.0,0.5,0.294,0.5,2.96,0.586,0.2800727493364888,0.3090689289390768,0.48555303947865797,0.5139408618371224,2.907466741920917,3.0118225676841512,0.5783121051627125,0.5943334022906418,0.5091199999999998,0.4636076625632577,0.5584537415605992,3132.7268097400665,0.0,1119.0769979953766,-0.006000000000000005,-0.020000000000000018,0.0,0.0,-0.023431347560591842,-0.007853824952181496,0.009119999999999795,0.01823999999999959
27,1.0,0.3,0.5,1.0946943385135732,0.0,0.5,0.288,0.5,1.115,0.734,0.25688030393173855,0.32123896320758805,0.47640541044207657,0.523381904034952,1.0953985864024829,1.1337215676435233,0.7272437610406451,0.7413589674423146,0.52182,0.5067535871206386,0.5382304973963614,423.94483733177185,0.0,524.5821900367737,-0.01200000000000001,-0.040000000000000036,0.0,0.0,0.020305661486426763,0.01854916095939505,0.02181999999999995,0.0436399999999999
28,1.0,0.3,0.5,0.9767452195039306,0.0,0.5,0.292,0.478,0.983,0.754,0.2528753049885412,0.334852488364729,0.452253600115837,0.5070507066542675,0.964077691495429,0.9990277716120152,0.7476272933836029,0.7616069464658994,0.49936400000000003,0.4868352587921633,0.5143192567519582,387.6001715660095,0.0,406.402174949646,-0.008000000000000007,-0.026666666666666693,-0.02200000000000002,-0.04400000000000004,0.006254780496069423,0.006403697065695496,-0.0006359999999999699,-0.0012719999999999398
29,1.0,0.3,0.5,0.9333841842109234,0.0,0.5,0.323,0.509,0.94,0.767,0.2880127782429735,0.36438604457601814,0.48433656946487386,0.5408316555551244,0.9214118973342961,0.9572789847532759,0.7607376687206099,0.7738343447907542,0.50196,0.49018681719474655,0.5148085682066179,286.4829041957855,0.0,297.8966977596283,0.02300000000000002,0.07666666666666674,0.009000000000000008,0.018000000000000016,0.006615815789076551,0.007087987884291737,0.0019599999999999618,0.0039199999999999235
30,1.0,0.3,0.5,2.500049190023197,0.0,0.5,0.303,0.512,2.492,0.6,0.28434408511391174,0.3200520076978686,0.49412466530058274,0.5275570514186501,2.4451258755987864,2.5338925280943374,0.592941829396573,0.607984117759448,0.49839999999999973,0.46322207771252,0.5381928429130891,3045.0842967033386,0.0,1315.2811787128448,0.0030000000000000027,0.010000000000000009,0.01200000000000001,0.02400000000000002,-0.008049190023196928,-0.003219612660150196,-0.0016000000000002679,-0.0032000000000005357
31,1.0,0.3,0.5,2.425899288657273,0.0,0.5,0.3,0.499,2.428,0.595,0.28243115971532323,0.31909362346280445,0.4828795665792029,0.5131544453469791,2.388691016370098,2.4685772380721738,0.5860085227786432,0.6017560347200954,0.46131999999999973,0.4176573866130915,0.49412730460078347,2386.3548109531403,0.0,1107.9024600982666,0.0,0.0,-0.0010000000000000009,-0.0020000000000000018,0.0021007113427269353,0.0008659515885713755,-0.03868000000000027,-0.07736000000000054
32,1.0,0.3,0.5,2.8148626389288895,0.0,0.5,0.298,0.508,2.857,0.591,0.2827999266327125,0.3138454332354403,0.49396372698026136,0.5231047625454601,2.8096961166320242,2.9109165668699264,0.582961959334907,0.5989147959308762,0.5199739999999999,0.4740446356396588,0.5651991439490263,2799.0282740592957,0.0,1099.4543015956879,-0.0020000000000000018,-0.006666666666666673,0.008000000000000007,0.016000000000000014,0.04213736107111066,0.01496959762382748,0.019973999999999936,0.03994799999999987
33,1.0,0.3,0.5,6.301365186834418,0.0,0.5,0.303,0.497,6.245,0.541,0.2948913637687522,0.31280830746828514,0.4855030419061176,0.5102535870547851,6.131977644115353,6.37512318304452,0.5334412640002042,0.5479555225985305,0.5120900000000006,0.41768138736255,0.5989644772556462,11684.315873384476,0.0,2209.5763142108917,0.0030000000000000027,0.010000000000000009,-0.0030000000000000027,-0.006000000000000005,-0.05636518683441771,-0.00894491672251955,0.0120900000000006,0.0241800000000012
34,1.0,0.3,0.5,2.085203474935943,0.0,0.5,0.285,0.488,2.094,0.617,0.2657621311306244,0.3054054029592812,0.4739611871442135,0.5047842136953077,2.061296026695891,2.12697113850122,0.6089684116886551,0.624177865154488,0.4899960000000001,0.4563597081520876,0.5200568992669958,1857.7907395362854,0.0,965.6204361915588,-0.015000000000000013,-0.050000000000000044,-0.01200000000000001,-0.02400000000000002,0.008796525064056926,0.004218545177864311,-0.010003999999999902,-0.020007999999999804
35,1.0,0.3,0.5,0.831868286549693,0.0,0.5,0.297,0.504,0.84,0.795,0.25394789717050076,0.34198017855585244,0.47116322011710354,0.5336656412307299,0.8221085589375285,0.8544854853176919,0.7894418318610221,0.8004408587786446,0.49560000000000015,0.4862622775265172,0.5047406427481228,220.16833400726318,0.0,220.31497716903687,-0.0030000000000000027,-0.010000000000000009,0.0040000000000000036,0.008000000000000007,0.008131713450306943,0.009775241563823195,-0.0043999999999998485,-0.008799999999999697
36,1.0,0.3,0.5,1.1326441993525915,0.0,0.5,0.286,0.524,1.159,0.718,0.2550129408996256,0.3185902857486772,0.5005957562076292,0.547989047820955,1.1394843362128078,1.1800317783615724,0.7107183579543809,0.7251308472205599,0.5053239999999999,0.4884451537382548,0.5218533038572577,445.0369985103607,0.0,428.8077800273895,-0.014000000000000012,-0.04666666666666671,0.02400000000000002,0.04800000000000004,0.0263558006474085,0.02326926731490191,0.005323999999999884,0.010647999999999769
37,1.0,0.3,0.5,1.280290763248829,0.0,0.5,0.302,0.501,1.285,0.688,0.27604029074984504,0.3277670349337213,0.4788715689151893,0.5216634511656777,1.2628301664246258,1.3053341455560539,0.6804996738329648,0.6968668938953966,0.4831599999999998,0.46388416175071967,0.5059479173111692,732.9950773715973,0.0,620.0843572616577,0.0020000000000000018,0.006666666666666673,0.0010000000000000009,0.0020000000000000018,0.004709236751170964,0.0036782556637532404,-0.016840000000000188,-0.033680000000000376
38,1.0,0.3,0.5,1.368629293851997,0.0,0.5,0.299,0.504,1.389,0.682,0.2687850475162282,0.3242702309855404,0.48140463086684526,0.5244758598361624,1.3668027890766663,1.415268810534524,0.6745474403398476,0.6896194722751952,0.5055960000000002,0.4848927892640966,0.5267628939804923,716.6800644397736,0.0,490.73965430259705,-0.0010000000000000009,-0.0033333333333333366,0.0040000000000000036,0.008000000000000007,0.02037070614800296,0.01488402026721915,0.005596000000000156,0.011192000000000313
39,1.0,0.3,0.5,1.2930198588659054,0.0,0.5,0.336,0.525,1.309,0.695,0.3058261821598117,0.3618463934522213,0.5026037338820907,0.5490020021496191,1.2869835460873127,1.3313016926952739,0.6867759441824938,0.7022689672665685,0.5105099999999998,0.4889794218697687,0.5295401563038764,710.072911977768,0.0,571.1528844833374,0.03600000000000003,0.1200000000000001,0.025000000000000022,0.050000000000000044,0.015980141134094517,0.012358774712176916,0.010509999999999797,0.021019999999999595
40,1.0,0.3,0.5,0.5955684135083277,0.0,0.5,0.245,0.446,0.582,0.912,0.14861392369608725,0.3575135253825408,0.38974892605115463,0.5052975766656012,0.5650424195026956,0.598697037303564,0.9090177135875409,0.9157044557849972,0.4795680000000001,0.4760966186158976,0.48387998653373676,62.56303834915161,0.0,230.56219029426575,-0.05499999999999999,-0.18333333333333332,-0.05399999999999999,-0.10799999999999998,-0.013568413508327715,-0.02278229200974573,-0.020431999999999895,-0.04086399999999979
41,1.0,0.3,0.5,1.5603074120436833,0.0,0.5,0.309,0.517,1.59,0.667,0.28206365985326703,0.33239522675016764,0.4958878785142939,0.5348974133199544,1.5645432935559247,1.6163202768281515,0.6595061290421783,0.674492825649163,0.5310600000000003,0.507229490354127,0.5548871855643382,917.947027683258,0.0,557.7709164619446,0.009000000000000008,0.030000000000000027,0.017000000000000015,0.03400000000000003,0.029692587956316796,0.01902996020343554,0.03106000000000031,0.06212000000000062
42,1.0,0.3,0.5,1.8981451840447763,0.0,0.5,0.31,0.517,1.886,0.632,0.2896575803751984,0.32998263945156203,0.5010157664493279,0.534822417234742,1.8563131106467692,1.9180435842469976,0.6248807466080097,0.6400425836254693,0.4979039999999999,0.4710501762054127,0.5282406254352703,1779.3941371440887,0.0,708.9873764514923,0.010000000000000009,0.03333333333333337,0.017000000000000015,0.03400000000000003,-0.01214518404477638,-0.006398448415255617,-0.002096000000000098,-0.004192000000000196
43,1.0,0.3,0.5,2.181213650147448,0.0,0.5,0.309,0.499,2.18,0.616,0.2911556308808304,0.3284454080745609,0.4839675023051096,0.5143578910240891,2.1419539998390404,2.217008463304865,0.6087032519728778,0.6242980658032707,0.50576,0.47394617860174737,0.5419395669022604,1794.2708849906921,0.0,648.6112036705017,0.009000000000000008,0.030000000000000027,-0.0010000000000000009,-0.0020000000000000018,-0.0012136501474477868,-0.0005564104861372682,0.005759999999999987,0.011519999999999975
44,1.0,0.3,0.5,2.0675724582152375,0.0,0.5,0.306,0.51,2.07,0.623,0.2850444808095991,0.3255775035038415,0.49082211649112023,0.5244846403096141,2.0333140259466362,2.1075981348618074,0.6152827127303662,0.6310869996722385,0.50922,0.4772704307037161,0.5427001786430674,1544.9427931308746,0.0,698.40265417099,0.006000000000000005,0.020000000000000018,0.010000000000000009,0.020000000000000018,0.0024275417847623437,0.0011741023997088051,0.009220000000000006,0.018440000000000012
45,1.0,0.3,0.5,2.1095482816134155,0.0,0.5,0.304,0.497,2.094,0.621,0.28412503221073243,0.3226671654389602,0.4795184429619092,0.5124467507723636,2.057580104090748,2.129311831362069,0.6128298736956759,0.628708297311862,0.506748,0.4725315110374906,0.5390303491420778,1635.9401786327362,0.0,808.0254595279694,0.0040000000000000036,0.013333333333333346,-0.0030000000000000027,-0.006000000000000005,-0.015548281613415593,-0.007370431740734573,0.006747999999999976,0.013495999999999952
46,1.0,0.3,0.5,3.043909972696596,0.0,0.5,0.299,0.501,3.05,0.586,0.28460750879169416,0.3145651150618709,0.4851965875153918,0.5153534725025328,2.9985295713169924,3.1131917599495873,0.5779422896374015,0.5939735023283679,0.5246,0.47544796678814905,0.5732383642030441,3198.0943655967712,0.0,1055.0942213535309,-0.0010000000000000009,-0.0033333333333333366,0.0010000000000000009,0.0020000000000000018,0.006090027303403911,0.0020007251719106407,0.024599999999999955,0.04919999999999991
47,1.0,0.3,0.5,1.8711345516380913,0.0,0.5,0.296,0.491,1.877,0.633,0.27458169470128213,0.3186095420349381,0.4746980927252363,0.5082743209941923,1.8461009792216838,1.906370534919962,0.6254399433682086,0.6410401470919851,0.4992820000000002,0.47090154740425505,0.529464712183312,1279.6801948547363,0.0,598.9700887203217,-0.0040000000000000036,-0.013333333333333346,-0.009000000000000008,-0.018000000000000016,0.0058654483619087205,0.003134701540716991,-0.0007179999999997744,-0.0014359999999995487
48,1.0,0.3,0.5,0.6535707735495268,0.0,0.5,0.308,0.538,0.656,0.878,0.2511627850317397,0.37324012061725453,0.4907582883054569,0.5870689518418931,0.641369180035707,0.6717491188532038,0.8744871386135528,0.8822806910667025,0.49593600000000004,0.49132712586098115,0.5015522666795137,91.91773986816406,0.0,473.41027903556824,0.008000000000000007,0.026666666666666693,0.038000000000000034,0.07600000000000007,0.0024292264504732763,0.003716852938940656,-0.0040639999999999565,-0.008127999999999913
49,1.0,0.3,0.5,0.9221256098780196,0.0,0.5,0.281,0.466,0.932,0.772,0.23748345555099146,0.3239911463283376,0.4404325912736105,0.49435849133498755,0.913488876565636,0.9464599748422379,0.765490587797445,0.7781410978422991,0.507008,0.49487445565443766,0.5184550063780456,286.18585300445557,0.0,360.0564889907837,-0.01899999999999996,-0.06333333333333321,-0.033999999999999975,-0.06799999999999995,0.009874390121980436,0.01070829181643338,0.007008000000000014,0.014016000000000028
50,1.0,0.3,0.5,1.551021275221902,0.0,0.5,0.286,0.493,1.554,0.665,0.2592120690753269,0.31418017252604546,0.4719286539624226,0.5096287041636732,1.5271502052672368,1.5796985982285838,0.6571254783842061,0.6724281796761672,0.5128200000000003,0.4883459868181126,0.5359067824335277,1036.509227514267,0.0,636.1965680122375,-0.014000000000000012,-0.04666666666666671,-0.007000000000000006,-0.014000000000000012,0.0029787247780981296,0.0019204925333290278,0.012820000000000276,0.02564000000000055
51,1.0,0.3,0.5,1.3454344652730734,0.0,0.5,0.286,0.494,1.358,0.686,0.2576028278802964,0.3160664527112392,0.4740179181695316,0.5135551774579047,1.3333932330124614,1.3797343516700924,0.677865505080081,0.6922817520798683,0.5051760000000003,0.48308271179750006,0.5222372386489225,685.3812441825867,0.0,509.9408538341522,-0.014000000000000012,-0.04666666666666671,-0.006000000000000005,-0.01200000000000001,0.012565534726926675,0.009339388168844281,0.0051760000000002915,0.010352000000000583
52,1.0,0.3,0.5,1.3836113496399993,0.0,0.5,0.318,0.508,1.388,0.683,0.2903645199660488,0.345857202068905,0.48626254281447295,0.5266975754499107,1.3629947085845358,1.4115754239692708,0.6752591353059181,0.6912832392613133,0.508008,0.48651935960922854,0.5310022721894057,692.6232869625092,0.0,509.3145184516907,0.018000000000000016,0.06000000000000005,0.008000000000000007,0.016000000000000014,0.004388650360000579,0.0031718808617336495,0.008008000000000015,0.01601600000000003
53,1.0,0.3,0.5,2.0199857635771967,0.0,0.5,0.293,0.512,2.049,0.618,0.274157688117889,0.3121986735454497,0.4958861608289279,0.5291475054452399,2.017393646602852,2.0857165718805666,0.6104794073394639,0.6247194184420507,0.4835639999999999,0.4527446112771232,0.5111001767755239,1577.2832643985748,0.0,713.2942297458649,-0.007000000000000006,-0.023333333333333355,0.01200000000000001,0.02400000000000002,0.029014236422803208,0.014363584608349833,-0.016436000000000117,-0.032872000000000234
54,1.0,0.3,0.5,1.8988807571623822,0.0,0.5,0.299,0.491,1.912,0.621,0.2757684879011716,0.3175738131163586,0.47247202034377295,0.5075070495409448,1.8820605468494582,1.9450318246856686,0.6125227189102049,0.6285583759349389,0.462704,0.4302868771126236,0.49160722957520653,1372.1474344730377,0.0,609.8798780441284,-0.0010000000000000009,-0.0033333333333333366,-0.009000000000000008,-0.018000000000000016,0.013119242837617673,0.006908934533215549,-0.037295999999999996,-0.07459199999999999
55,1.0,0.3,0.5,1.0539814796796947,0.0,0.5,0.282,0.499,1.039,0.733,0.24111958456935856,0.31387091665126504,0.4769231196221167,0.5271262862524542,1.0221697205475082,1.0581322274075398,0.7257236974141146,0.7402435606305907,0.4841739999999999,0.4690538432265301,0.4992261189903675,422.00403094291687,0.0,438.559677362442,-0.018000000000000016,-0.06000000000000005,-0.0010000000000000009,-0.0020000000000000018,-0.014981479679694765,-0.014214177353711796,-0.015826000000000118,-0.031652000000000236
