sim_id,true_eta,addm_eta,addm_eta_hdi_3%,addm_eta_hdi_97%,true_kappa,addm_kappa,addm_kappa_hdi_3%,addm_kappa_hdi_97%,true_a,addm_a,addm_a_hdi_3%,addm_a_hdi_97%,true_x0,addm_x0,addm_x0_hdi_3%,addm_x0_hdi_97%
30,0.3,0.303,0.28434408511391174,0.3200520076978686,0.5,0.512,0.49412466530058274,0.5275570514186501,2.500049190023197,2.492,2.4451258755987864,2.5338925280943374,0.5,0.49839999999999973,0.46322207771252,0.5381928429130891
31,0.3,0.3,0.28243115971532323,0.31909362346280445,0.5,0.499,0.4828795665792029,0.5131544453469791,2.425899288657273,2.428,2.388691016370098,2.4685772380721738,0.5,0.46131999999999973,0.4176573866130915,0.49412730460078347
32,0.3,0.298,0.2827999266327125,0.3138454332354403,0.5,0.508,0.49396372698026136,0.5231047625454601,2.8148626389288895,2.857,2.8096961166320242,2.9109165668699264,0.5,0.5199739999999999,0.4740446356396588,0.5651991439490263
33,0.3,0.303,0.2948913637687522,0.31280830746828514,0.5,0.497,0.4855030419061176,0.5102535870547851,6.301365186834418,6.245,6.131977644115353,6.37512318304452,0.5,0.5120900000000006,0.41768138736255,0.5989644772556462
34,0.3,0.285,0.2657621311306244,0.3054054029592812,0.5,0.488,0.4739611871442135,0.5047842136953077,2.085203474935943,2.094,2.061296026695891,2.12697113850122,0.5,0.4899960000000001,0.4563597081520876,0.5200568992669958
35,0.3,0.297,0.25394789717050076,0.34198017855585244,0.5,0.504,0.47116322011710354,0.5336656412307299,0.831868286549693,0.84,0.8221085589375285,0.8544854853176919,0.5,0.49560000000000015,0.4862622775265172,0.5047406427481228
36,0.3,0.286,0.2550129408996256,0.3185902857486772,0.5,0.524,0.5005957562076292,0.547989047820955,1.1326441993525915,1.159,1.1394843362128078,1.1800317783615724,0.5,0.5053239999999999,0.4884451537382548,0.5218533038572577
37,0.3,0.302,0.27604029074984504,0.3277670349337213,0.5,0.501,0.4788715689151893,0.5216634511656777,1.280290763248829,1.285,1.2628301664246258,1.3053341455560539,0.5,0.4831599999999998,0.46388416175071967,0.5059479173111692
38,0.3,0.299,0.2687850475162282,0.3242702309855404,0.5,0.504,0.48140463086684526,0.5244758598361624,1.368629293851997,1.389,1.3668027890766663,1.415268810534524,0.5,0.5055960000000002,0.4848927892640966,0.5267628939804923
39,0.3,0.336,0.3058261821598117,0.3618463934522213,0.5,0.525,0.5026037338820907,0.5490020021496191,1.2930198588659054,1.309,1.2869835460873127,1.3313016926952739,0.5,0.5105099999999998,0.4889794218697687,0.5295401563038764
40,0.3,0.245,0.14861392369608725,0.3575135253825408,0.5,0.446,0.38974892605115463,0.5052975766656012,0.5955684135083277,0.582,0.5650424195026956,0.598697037303564,0.5,0.4795680000000001,0.4760966186158976,0.48387998653373676
41,0.3,0.309,0.28206365985326703,0.33239522675016764,0.5,0.517,0.4958878785142939,0.5348974133199544,1.5603074120436833,1.59,1.5645432935559247,1.6163202768281515,0.5,0.5310600000000003,0.507229490354127,0.5548871855643382
42,0.3,0.31,0.2896575803751984,0.32998263945156203,0.5,0.517,0.5010157664493279,0.534822417234742,1.8981451840447763,1.886,1.8563131106467692,1.9180435842469976,0.5,0.4979039999999999,0.4710501762054127,0.5282406254352703
43,0.3,0.309,0.2911556308808304,0.3284454080745609,0.5,0.499,0.4839675023051096,0.5143578910240891,2.181213650147448,2.18,2.1419539998390404,2.217008463304865,0.5,0.50576,0.47394617860174737,0.5419395669022604
44,0.3,0.306,0.2850444808095991,0.3255775035038415,0.5,0.51,0.49082211649112023,0.5244846403096141,2.0675724582152375,2.07,2.0333140259466362,2.1075981348618074,0.5,0.50922,0.4772704307037161,0.5427001786430674
45,0.3,0.304,0.28412503221073243,0.3226671654389602,0.5,0.497,0.4795184429619092,0.5124467507723636,2.1095482816134155,2.094,2.057580104090748,2.129311831362069,0.5,0.506748,0.4725315110374906,0.5390303491420778
46,0.3,0.299,0.28460750879169416,0.3145651150618709,0.5,0.501,0.4851965875153918,0.5153534725025328,3.043909972696596,3.05,2.9985295713169924,3.1131917599495873,0.5,0.5246,0.47544796678814905,0.5732383642030441
47,0.3,0.296,0.27458169470128213,0.3186095420349381,0.5,0.491,0.4746980927252363,0.5082743209941923,1.8711345516380913,1.877,1.8461009792216838,1.906370534919962,0.5,0.4992820000000002,0.47090154740425505,0.529464712183312
48,0.3,0.308,0.2511627850317397,0.37324012061725453,0.5,0.538,0.4907582883054569,0.5870689518418931,0.6535707735495268,0.656,0.641369180035707,0.6717491188532038,0.5,0.49593600000000004,0.49132712586098115,0.5015522666795137
49,0.3,0.281,0.23748345555099146,0.3239911463283376,0.5,0.466,0.4404325912736105,0.49435849133498755,0.9221256098780196,0.932,0.913488876565636,0.9464599748422379,0.5,0.507008,0.49487445565443766,0.5184550063780456
50,0.3,0.286,0.2592120690753269,0.31418017252604546,0.5,0.493,0.4719286539624226,0.5096287041636732,1.551021275221902,1.554,1.5271502052672368,1.5796985982285838,0.5,0.5128200000000003,0.4883459868181126,0.5359067824335277
51,0.3,0.286,0.2576028278802964,0.3160664527112392,0.5,0.494,0.4740179181695316,0.5135551774579047,1.3454344652730734,1.358,1.3333932330124614,1.3797343516700924,0.5,0.5051760000000003,0.48308271179750006,0.5222372386489225
52,0.3,0.318,0.2903645199660488,0.345857202068905,0.5,0.508,0.48626254281447295,0.5266975754499107,1.3836113496399993,1.388,1.3629947085845358,1.4115754239692708,0.5,0.508008,0.48651935960922854,0.5310022721894057
53,0.3,0.293,0.274157688117889,0.3121986735454497,0.5,0.512,0.4958861608289279,0.5291475054452399,2.0199857635771967,2.049,2.017393646602852,2.0857165718805666,0.5,0.4835639999999999,0.4527446112771232,0.5111001767755239
54,0.3,0.299,0.2757684879011716,0.3175738131163586,0.5,0.491,0.47247202034377295,0.5075070495409448,1.8988807571623822,1.912,1.8820605468494582,1.9450318246856686,0.5,0.462704,0.4302868771126236,0.49160722957520653
55,0.3,0.282,0.24111958456935856,0.31387091665126504,0.5,0.499,0.4769231196221167,0.5271262862524542,1.0539814796796947,1.039,1.0221697205475082,1.0581322274075398,0.5,0.4841739999999999,0.4690538432265301,0.4992261189903675
56,0.3,0.306,0.29048098548060547,0.3201171988501695,0.5,0.495,0.4806769107686569,0.509551059734555,2.83628199523894,2.838,2.7896738990699004,2.8885599323282105,0.5,0.49948799999999993,0.4571381066200697,0.5444034681014265
57,0.3,0.272,0.24859355822152926,0.2970596126798824,0.5,0.477,0.45711626920247966,0.4943173297258789,1.6499226711617663,1.654,1.6285915819856032,1.6817210531888949,0.5,0.48627600000000015,0.4595410874189785,0.5086397224977608
58,0.3,0.298,0.2872963168921136,0.3072345630973424,0.5,0.498,0.48491998175398615,0.5116771498333895,4.92856252165193,5.006,4.906158324388879,5.098941524973262,0.5,0.4104920000000005,0.3359320682999565,0.48241708367796576
59,0.3,0.268,0.21616326799271085,0.3179215769187133,0.5,0.484,0.4507227589293301,0.5168997837132318,0.8068366443716785,0.797,0.7820388571729131,0.8133082317640472,0.5,0.48935800000000007,0.47942846604845124,0.4988743179599623
60,0.3,0.297,0.27958333317778417,0.3125854106788625,0.5,0.5,0.48558885956371145,0.5154109161702406,2.380012337669845,2.408,2.3657834566849756,2.4488621857431734,0.5,0.4815999999999998,0.43893424078983445,0.5191830372712238
61,0.3,0.299,0.28520211356521225,0.3124870854433953,0.5,0.5,0.48557603993191734,0.5149799562184775,3.4653117904868194,3.461,3.399120539139423,3.5295633295854416,0.5,0.5191499999999998,0.46706641077935274,0.5793313453709001
62,0.3,0.301,0.27536552270722403,0.33079534418253753,0.5,0.503,0.48322094046420394,0.5252898144171275,1.3269407351631217,1.33,1.304765575709746,1.351119722696916,0.5,0.4894400000000001,0.47234247632650384,0.5095305316185066
63,0.3,0.289,0.25556889232287067,0.3176533031505947,0.5,0.482,0.4631523506414602,0.5027380753287811,1.3492390716151965,1.345,1.3212915597121402,1.3677446030559255,0.5,0.4815100000000001,0.4615367485454056,0.5024576769979234
64,0.3,0.298,0.27431017337647773,0.32544538358839886,0.5,0.51,0.4887063299577802,0.5301184486299448,1.5076589196333638,1.518,1.4933885672481422,1.5437465953774505,0.5,0.4948680000000001,0.47222836221320086,0.5181220703396343
65,0.3,0.299,0.2731791488473963,0.3275195292037137,0.5,0.488,0.46938898021218306,0.5088129997959006,1.3972447134575834,1.405,1.3798711268397883,1.4285955837978397,0.5,0.4973700000000001,0.47455961026300475,0.5183577547935387
66,0.3,0.289,0.2698625702761282,0.3068677356967003,0.5,0.483,0.46744000186497975,0.4995040481786043,2.2998313360321387,2.289,2.246897504190917,2.326872041830824,0.5,0.42575399999999997,0.39027206695310124,0.4680112872040305
67,0.3,0.294,0.27148844133662714,0.31778289904382373,0.5,0.511,0.4936444040094098,0.5306904346807265,1.6489998322933601,1.671,1.6390888351395894,1.6994601064845296,0.5,0.5146680000000001,0.4873351104730863,0.5406147299164068
68,0.3,0.312,0.29090223267832543,0.3373278553935961,0.5,0.497,0.4814334690387261,0.5155920739446628,1.7352706284973636,1.717,1.6866802524921587,1.7434665657246013,0.5,0.4979300000000002,0.4703975215791161,0.525306234279022
69,0.3,0.303,0.28453335025972665,0.3218160021641365,0.5,0.498,0.48289560045272983,0.5138967409891106,2.280989645584659,2.295,2.2592952388953518,2.3349527591139774,0.5,0.48653999999999975,0.45039393599031685,0.521331648347656
70,0.3,0.302,0.27263148172367624,0.33006391652071215,0.5,0.491,0.47052956384704586,0.5118294767043132,1.3167862750164807,1.323,1.30209264978668,1.3465089775635082,0.5,0.4974479999999999,0.4786511478925175,0.5170144896906304
71,0.3,0.326,0.301080305750221,0.3502547516017852,0.5,0.519,0.5009922601023582,0.5411759615373957,1.4282906014176342,1.439,1.4141904192533066,1.4625247138817146,0.5,0.5209180000000002,0.4968361508403305,0.5394229932403798
72,0.3,0.29,0.2666527134909804,0.31291860634369517,0.5,0.505,0.48517027035054583,0.52407378496904,1.5998798058764803,1.628,1.6001689510278914,1.6568616233644209,0.5,0.494912,0.4689198600862212,0.5195332207065075
73,0.3,0.288,0.27351828472532563,0.30112596775435224,0.5,0.505,0.490696834210872,0.5185630815599318,3.3235008851433103,3.368,3.307236215047448,3.427126032287498,0.5,0.48499199999999965,0.42800874477450845,0.5404559451160442
74,0.3,0.31,0.2845146317132614,0.3342425326986827,0.5,0.493,0.47461096602002095,0.5151620158419327,1.4493421366919295,1.435,1.4092341651675802,1.4578964389032887,0.5,0.5108600000000001,0.48986165369503487,0.5344962310039718
75,0.3,0.293,0.2619985989869983,0.32016743100189343,0.5,0.492,0.4717346674193521,0.5136893132294118,1.4047139151464962,1.413,1.3907245191183237,1.439329672936278,0.5,0.5058540000000002,0.4826927585315519,0.5263018428668291
76,0.3,0.271,0.23661677505802714,0.304899410353844,0.5,0.491,0.4681243560436039,0.5141766225445812,1.1619563672803326,1.17,1.1498032216727851,1.188751872908315,0.5,0.5054399999999999,0.48817131671638725,0.5188443698251901
77,0.3,0.304,0.28095961998544233,0.32648858889728427,0.5,0.502,0.48417044019080907,0.5210071336478636,1.7437717608866612,1.75,1.7206058308613308,1.7811803690421202,0.5,0.5075000000000003,0.4799578584884099,0.5359949344645627
78,0.3,0.325,0.2985117390654611,0.35330053650057053,0.5,0.509,0.4876788403748778,0.5293600671031089,1.3435528120987514,1.348,1.3263202753871308,1.3734098456059258,0.5,0.4879760000000002,0.4676140703821663,0.506913764294777
79,0.3,0.278,0.2579653309544452,0.29888831025070633,0.5,0.494,0.4786971215246092,0.5111868622215803,2.1510034175334085,2.167,2.1330577924441303,2.2050184472349894,0.5,0.5374159999999999,0.5064434395544124,0.5713220153069196
80,0.3,0.301,0.2891996890929863,0.3129541620184455,0.5,0.502,0.48814137382815365,0.5146324958573977,4.172488704257864,4.165,4.089998634431291,4.247216545131916,0.5,0.5247899999999994,0.46886198190132244,0.604967328579983
81,0.3,0.303,0.2864080408935235,0.3167616206052262,0.5,0.488,0.47264541677827754,0.5009788398904929,2.888486387108461,2.875,2.822989847013803,2.920810941294391,0.5,0.5059999999999998,0.4586581003830328,0.5482552340276876
82,0.3,0.294,0.27664723214893794,0.3097663523337553,0.5,0.492,0.47781140646214565,0.5081415724105093,2.578239789117408,2.596,2.5545773685179793,2.64480423792168,0.5,0.5088159999999999,0.46866914504477597,0.545547167898278
83,0.3,0.311,0.2859148228690515,0.33378400833745675,0.5,0.483,0.4650670087820552,0.5026071160220928,1.5804577897740033,1.572,1.5477105471250108,1.5993899681229549,0.5,0.4998960000000001,0.47542370942427636,0.5243478654433136
84,0.3,0.293,0.2566293610802439,0.32959737713184034,0.5,0.495,0.4704655934037024,0.5215188363770082,1.0176092059860684,1.009,0.9915425227397452,1.026956935441013,0.5,0.49441,0.47997170954008284,0.5068258750835901
85,0.3,0.284,0.25821555438468763,0.31115364991748623,0.5,0.494,0.4739795349908319,0.5133056452806557,1.4770625343151549,1.488,1.4628412187376403,1.514057277914629,0.5,0.494016,0.4711102868002919,0.5176872027436512
86,0.3,0.295,0.2837843897506192,0.3097303151647504,0.5,0.487,0.47412331279964326,0.49970755857947496,4.153116823051459,4.099,4.022175371193828,4.173887527537797,0.5,0.48368200000000083,0.42864242744555003,0.5517411158201044
87,0.3,0.301,0.2788514341180033,0.31993227838167937,0.5,0.497,0.48154842733538666,0.5152252808450827,2.0410436386410007,2.047,2.01313040156338,2.0849011884411524,0.5,0.49946800000000025,0.4666277922207396,0.5324830038370267
88,0.3,0.303,0.2893901671829104,0.3156998617698085,0.5,0.502,0.4876972506218874,0.5147416393272204,3.1831437626666013,3.24,3.1830235555672393,3.2972040080606346,0.5,0.5313599999999998,0.482653155091441,0.5810965322412676
89,0.3,0.288,0.26313895087582007,0.31386915059244647,0.5,0.493,0.474792098613614,0.5127041868800648,1.5541973232553181,1.544,1.5175912278478554,1.568480788442773,0.5,0.475552,0.4499547846619407,0.49814471645736713
90,0.3,0.302,0.2838626132183909,0.32334476464563255,0.5,0.513,0.49566128348258676,0.5329136770181896,1.80381705479282,1.837,1.804859247429156,1.868303539455295,0.5,0.510686,0.4822621888894021,0.5376850342564345
91,0.3,0.295,0.26985035984330585,0.32045621646148426,0.5,0.487,0.46717745577421776,0.5065091620001873,1.5484361275939744,1.551,1.5267788363338388,1.579273108003377,0.5,0.5180339999999999,0.49254307189474633,0.5415677857895018
92,0.3,0.294,0.2788065103118188,0.31033561811367555,0.5,0.487,0.47259491605465986,0.5015424194961636,2.8110008618256224,2.788,2.7380162268422743,2.8348202164772185,0.5,0.5185679999999997,0.4746357015846252,0.56008118805708
93,0.3,0.292,0.2740609008801095,0.3084326337925071,0.5,0.504,0.48745420611625934,0.5199293649212358,2.4520050359660814,2.442,2.402860479837153,2.488214663635743,0.5,0.5079359999999999,0.471646602684038,0.546334591331064
94,0.3,0.301,0.2791862870503019,0.3233519797083201,0.5,0.498,0.48040554032719196,0.5162596961947212,1.9304233645145465,1.937,1.9016941206101081,1.9672292518618766,0.5,0.5229899999999998,0.49178196482196657,0.5529052150507183
95,0.3,0.301,0.28726038688507366,0.3153692885013419,0.5,0.499,0.4834484899566708,0.5126654441365782,3.1040186179275455,3.114,3.0615440430312466,3.177289297677342,0.5,0.5106959999999998,0.46726557280632575,0.5603832205331627
96,0.3,0.303,0.2864302016990723,0.3205156173919526,0.5,0.517,0.5016329236420324,0.5314727057759794,2.3577567902441428,2.422,2.3861193800887066,2.465247980785759,0.5,0.5183079999999998,0.4827308424130803,0.5591891326109812
97,0.3,0.287,0.2692244642769301,0.3034670770664484,0.5,0.495,0.48057813987927783,0.5100122677265244,2.5259718290597846,2.531,2.487299378886463,2.572507214485656,0.5,0.48089000000000004,0.43417867335872495,0.5195085645639193
98,0.3,0.304,0.28865835400742457,0.32119222813412995,0.5,0.508,0.4924450465233356,0.523567414669292,2.6320727131693418,2.65,2.602570196316066,2.696996813181209,0.5,0.5670999999999999,0.5303975811190953,0.6064099225712125
99,0.3,0.293,0.2731418752465454,0.3117547727459702,0.5,0.484,0.4664725456000573,0.5002438841474893,2.2263289187920283,2.207,2.1709014849749484,2.2439696415588712,0.5,0.5120239999999998,0.47345856261669717,0.5427569364763776
100,0.3,0.286,0.2431773840426874,0.33499206960630445,0.5,0.494,0.46237523775967,0.5225448817556761,0.8660105434423604,0.866,0.8503118591436986,0.8832201062239152,0.5,0.49015600000000015,0.47943497486682285,0.5006513869991692
