sim_id,true_eta,true_kappa,true_a,true_sigma,true_b,true_x0,tada_eta,tada_kappa,tada_a,tada_z,tada_x0,addm_eta,addm_kappa,addm_a,addm_x0_raw,addm_x0,time_data_simulation,time_tada_inference,time_addm_inference,tada_eta_error,tada_eta_rel_error,addm_eta_error,addm_eta_rel_error,tada_kappa_error,tada_kappa_rel_error,addm_kappa_error,addm_kappa_rel_error,tada_a_error,tada_a_rel_error,addm_a_error,addm_a_rel_error,tada_x0_error,tada_x0_rel_error,addm_x0_error,addm_x0_rel_error
130,0.9461298349822006,0.29074167169119813,3.5407039463627688,1.0,0.0,1.8857781582834323,0.958,0.27,3.48,0.761,1.8165600000000004,0.939,0.273,3.484,0.761,1.8186480000000005,2196.551614046097,44.84032440185547,475.3077130317688,0.011870165017799361,0.01254602125301616,-0.007129834982200656,-0.007535789189371444,-0.020741671691198116,-0.07134055318092898,-0.017741671691198113,-0.0610221148829393,-0.06070394636276877,-0.017144598159676026,-0.056703946362768765,-0.016014879306986,-0.06921815828343192,-0.03670535581260478,-0.06713015828343183,-0.03559812058940083
154,0.5060994392983204,1.0435796098137597,2.2927336006591537,1.0,0.0,-1.2495572422994987,0.48,1.057,2.229,0.239,-1.1635380000000002,0.508,1.069,2.314,0.232,-1.240304,361.7393219470978,38.39160633087158,378.84601736068726,-0.02609943929832037,-0.051569785049566226,0.0019005607016796544,0.0037553108225424625,0.013420390186240194,0.012859958224591257,0.025420390186240205,0.024358841383243204,-0.06373360065915357,-0.027798083755055693,0.021266399340846398,0.009275564912876217,0.08601924229949853,-0.06883977731280366,0.009253242299498643,-0.007405216813013189
158,0.713170493100896,0.371598030410454,1.3151424537790002,1.0,0.0,-0.02856955639472436,0.626,0.368,1.283,0.485,-0.038490000000000135,0.693,0.353,1.283,0.486,-0.03592400000000007,261.01222372055054,30.90606951713562,180.09215927124023,-0.08717049310089597,-0.12222952848466138,-0.020170493100896025,-0.028282848625991036,-0.003598030410454034,-0.009682587408980012,-0.018598030410454047,-0.05004878629176619,-0.03214245377900027,-0.024440283017737305,-0.03214245377900027,-0.024440283017737305,-0.009920443605275775,0.3472382793842637,-0.007354443605275707,0.25742239409197737
160,0.2250517234915565,0.4177698513392397,4.568906280437601,1.0,0.0,2.637606202590643,0.233,0.388,4.282,0.775,2.3551,0.23,0.418,4.571,0.784,2.5963279999999997,2628.7441153526306,46.573699951171875,610.0294334888458,0.007948276508443514,0.03531755449427481,0.004948276508443511,0.02198728555228843,-0.029769851339239706,-0.07125897487290396,0.0002301486607602654,0.0005508982039332917,-0.28690628043760125,-0.06279539627810486,0.002093719562398455,0.0004582539964461522,-0.28250620259064263,-0.10710704361900823,-0.041278202590643076,-0.015649873188082378
163,0.18174829381750346,0.31618342887980544,0.6889215180424224,1.0,0.0,-0.16092995108296593,0.158,0.36,0.7,0.385,-0.16100000000000003,0.223,0.332,0.699,0.386,-0.15937199999999996,86.92647218704224,41.861268281936646,82.31459498405457,-0.023748293817503457,-0.1306658418557124,0.041251706182496545,0.2269716282669376,0.04381657112019455,0.13857959373592302,0.015816571120194578,0.050023403112017986,0.011078481957577546,0.016080905687279396,0.010078481957577545,0.014629361536297568,-7.004891703410454e-05,0.0004352758238147446,0.0015579510829659693,-0.009680926841037702
170,0.40700147732391245,0.3499386238230797,1.7236302574854168,1.0,0.0,-0.5079130612928151,0.342,0.346,1.683,0.371,-0.4342140000000001,0.382,0.336,1.709,0.367,-0.45459399999999994,449.1309337615967,33.87624382972717,217.0634536743164,-0.06500147732391243,-0.15970820978662184,-0.025001477323912447,-0.06142846824119756,-0.0039386238230797455,-0.011255184637952442,-0.013938623823079699,-0.039831624388300506,-0.04063025748541671,-0.023572490276825203,-0.014630257485416687,-0.008488048653056596,0.073699061292815,-0.14510172489997658,0.05331906129281516,-0.10497674770776644
177,0.5733335455611798,0.4244949059116962,1.8440227192818137,1.0,0.0,-0.19733991485571,0.563,0.453,1.863,0.445,-0.20493000000000006,0.577,0.453,1.885,0.444,-0.21111999999999997,568.8537278175354,39.32021355628967,251.17852306365967,-0.010333545561179824,-0.01802361930709171,0.003666454438820188,0.006394976305165358,0.028505094088303817,0.06715061521664872,0.028505094088303817,0.06715061521664872,0.018977280718186273,0.010291240189045665,0.04097728071818629,0.022221678881562585,-0.0075900851442900485,0.03846198651620848,-0.013780085144289966,0.0698291835909913
189,0.7783618864709902,0.5403137249995369,2.138655493181613,1.0,0.0,0.13693535132025136,0.742,0.54,2.108,0.518,0.07588799999999996,0.763,0.535,2.12,0.519,0.08056000000000019,675.9078893661499,40.266029357910156,330.67719173431396,-0.03636188647099026,-0.046715913385547654,-0.015361886470990238,-0.019736175085138603,-0.0003137249995368574,-0.0005806348886235053,-0.005313724999536862,-0.009834517898914036,-0.03065549318161276,-0.014334002497993499,-0.018655493181612748,-0.008723000614680365,-0.06104735132025141,-0.4458114776912477,-0.05637535132025118,-0.41169318789277337
192,0.3744632614641622,0.4340737381870133,2.2937834921726847,1.0,0.0,0.36285571649711423,0.377,0.41,2.182,0.566,0.2880239999999996,0.389,0.417,2.246,0.569,0.3099479999999999,801.4405002593994,40.7481107711792,333.47676372528076,0.0025367385358378014,0.006774332215980495,0.014536738535837812,0.03882019955442022,-0.024073738187013305,-0.05546001996702584,-0.0170737381870133,-0.03933372762499944,-0.1117834921726848,-0.04873323596326122,-0.04778349217268474,-0.02083173600984631,-0.07483171649711462,-0.20622995062476782,-0.05290771649711434,-0.1458092406752399
212,0.5323050787663931,0.5571373950914973,1.5396787407193893,1.0,0.0,-0.5865517586193435,0.53,0.546,1.572,0.307,-0.606792,0.56,0.54,1.598,0.302,-0.632808,306.06604409217834,31.84411072731018,180.54332733154297,-0.002305078766393076,-0.004330371545082854,0.02769492123360695,0.05202828666934647,-0.011137395091497249,-0.019990392297519685,-0.017137395091497254,-0.0307597286458986,0.0323212592806108,0.020992209884972,0.05832125928061083,0.03787884948866748,-0.0202402413806565,0.03450717022535069,-0.04625624138065654,0.07886131223873051
219,0.34925149137647876,1.5260950170408247,2.590931590267512,1.0,0.0,0.7782630137532505,0.325,1.494,2.495,0.646,0.7285400000000002,0.345,1.523,2.59,0.651,0.7821799999999999,329.76324677467346,39.17115926742554,393.6846740245819,-0.02425149137647875,-0.06943847621351068,-0.004251491376478789,-0.012173151672803756,-0.032095017040824736,-0.021030811766267733,-0.003095017040824821,-0.0020280631325474184,-0.09593159026751197,-0.037025906290951933,-0.0009315902675122167,-0.0003595580334932852,-0.04972301375325028,-0.06388972991721156,0.00391698624674941,0.005032985221614677
223,0.5590006269368512,0.07410276034462081,3.1954279743703657,1.0,0.0,1.261235738248415,0.6,0.072,3.157,0.687,1.1807180000000006,0.556,0.074,3.165,0.687,1.1837100000000005,1946.9658555984497,38.43783617019653,409.2943603992462,0.040999373063148825,0.07334405560117631,-0.003000626936851103,-0.005367841809576496,-0.002102760344620813,-0.02837627552390435,-0.0001027603446208114,-0.0013867276217905543,-0.038427974370365714,-0.01202592412615329,-0.030427974370365707,-0.009522347120454593,-0.08051773824841435,-0.06384035577697486,-0.07752573824841447,-0.06146807919991312
224,0.41022819311011566,0.6584448606718863,1.7460312254348498,1.0,0.0,1.0292599012052905,0.408,0.635,1.68,0.781,0.9441599999999999,0.426,0.647,1.755,0.794,1.03194,275.12436056137085,32.63906383514404,251.9669795036316,-0.0022281931101156838,-0.005431594287127848,0.015771806889884332,0.038446423611969496,-0.023444860671886336,-0.035606414556813265,-0.011444860671886325,-0.017381653887020745,-0.06603122543484985,-0.037817894933926365,0.008968774565150106,0.005136663327951898,-0.08509990120529065,-0.08268067288508608,0.00268009879470954,0.0026039086838718513
225,0.4434911754528932,1.90968546281553,4.846068279920406,1.0,0.0,-0.5862612144892472,0.428,1.977,5.001,0.439,-0.6101219999999996,0.446,1.968,5.057,0.439,-0.6169539999999998,916.8398027420044,61.610044956207275,1471.157158613205,-0.015491175452893191,-0.034930064701002454,0.002508824547106825,0.005656988652693739,0.06731453718447011,0.03524901796405019,0.058314537184469994,0.030536199976353387,0.15493172007959455,0.03197060196645418,0.2109317200795946,0.04352636155656046,-0.023860785510752436,0.0406999216749142,-0.030692785510752607,0.05235343009598933
226,0.6227573525470731,0.7900483305230681,1.7626439715461077,1.0,0.0,1.131143476618667,0.576,0.815,1.72,0.819,1.09736,0.598,0.818,1.765,0.825,1.1472499999999999,240.1118404865265,32.56743121147156,447.5284581184387,-0.04675735254707314,-0.07508117303767817,-0.02475735254707312,-0.039754412285645004,0.024951669476931837,0.03158245959511371,0.02795166947693184,0.03537969564270309,-0.04264397154610777,-0.02419318491680569,0.002356028453892156,0.001336644547580167,-0.033783476618667097,-0.029866659108229325,0.016106523381332893,0.014239151543781348
230,0.6167968946847795,0.24316833765927523,1.4058051986952649,1.0,0.0,-0.013711273291803439,0.496,0.252,1.394,0.502,0.005576000000000025,0.577,0.24,1.399,0.501,0.002798000000000078,330.9807126522064,33.16248083114624,179.4980432987213,-0.1207968946847795,-0.19584549748181534,-0.03979689468477954,-0.06452187912703121,0.008831662340724772,0.036319129479346936,-0.003168337659275239,-0.013029400495860108,-0.011805198695264973,-0.008397464105426158,-0.006805198695264858,-0.00484078356061053,0.019287273291803464,-1.4066726613445406,0.016509273291803517,-1.2040656575398228
231,0.2529046364865332,0.5669998016605301,1.1638186017959078,1.0,0.0,0.14573137435811057,0.189,0.664,1.19,0.562,0.14756000000000014,0.286,0.598,1.197,0.565,0.1556099999999998,173.62741208076477,33.83722424507141,140.34320998191833,-0.06390463648653322,-0.252682739922548,0.03309536351346676,0.13086103905900134,0.09700019833946993,0.17107624739090327,0.031000198339469875,0.05467409027072303,0.026181398204092154,0.02249611594426417,0.03318139820409227,0.02851079897923053,0.0018286256418895697,0.012547920102613092,0.009878625641889238,0.0677865400323074
232,0.42971281348230783,0.6429778625112841,1.0660186222049797,1.0,0.0,0.443983697314398,0.348,0.641,1.032,0.691,0.3942239999999999,0.411,0.614,1.056,0.703,0.428736,129.39410972595215,32.73133039474487,139.6259024143219,-0.08171281348230786,-0.19015679988716963,-0.018712813482307855,-0.04354725503915722,-0.0019778625112840675,-0.00307609736913665,-0.02897786251128409,-0.04506821183252718,-0.03401862220497964,-0.031911846093846535,-0.010018622204979621,-0.00939816809602899,-0.04975969731439811,-0.11207550550929755,-0.015247697314398012,-0.03434292161317956
234,0.7660118551067375,0.47062848772476956,2.1934569894739715,1.0,0.0,-0.5358327448801308,0.773,0.482,2.23,0.384,-0.51736,0.783,0.482,2.241,0.383,-0.524394,771.0056154727936,38.81242775917053,324.1382989883423,0.0069881448932624934,0.009122763370664482,0.016988144893262502,0.022177391616080594,0.011371512275230422,0.024162396820059582,0.011371512275230422,0.024162396820059582,0.036543010526028485,0.016660007787429706,0.047543010526028606,0.02167492262404937,0.01847274488013073,-0.034474833904119095,0.011438744880130747,-0.021347603313585598
