sim_id,true_eta,tada_eta,tada_eta_hdi_3%,tada_eta_hdi_97%,addm_eta,addm_eta_hdi_3%,addm_eta_hdi_97%,true_kappa,tada_kappa,tada_kappa_hdi_3%,tada_kappa_hdi_97%,addm_kappa,addm_kappa_hdi_3%,addm_kappa_hdi_97%,true_a,tada_a,tada_a_hdi_3%,tada_a_hdi_97%,addm_a,addm_a_hdi_3%,addm_a_hdi_97%,true_x0,tada_x0,tada_x0_hdi_3%,tada_x0_hdi_97%,addm_x0,addm_x0_hdi_3%,addm_x0_hdi_97%
11,0.3,0.27,0.25358834603884184,0.28663312729383217,0.304,0.2881281322249802,0.31942407720592675,0.5,0.5,0.48817597805499174,0.5132384314743427,0.495,0.48282678730805856,0.5068616733522373,2.0,1.939,1.9123206743085264,1.9662771917205728,2.01,1.9845765425476398,2.036085532093257,0.8890180541318764,0.8260139999999998,0.8047120804721963,0.8452589686983654,0.90048,0.880621169323851,0.9193128519723772
12,0.3,0.258,0.23996588728141424,0.2718005822195908,0.292,0.2762313232535845,0.30601286893619783,0.5,0.508,0.49558229187699165,0.5211967573814456,0.502,0.4901935412350697,0.5153855132809166,2.0,1.949,1.9237465762152117,1.975067699098261,2.022,1.9956337945035976,2.0463115465233708,0.7603172801719751,0.7172320000000003,0.6943501913874706,0.7381238542864674,0.7804919999999997,0.7601235539313769,0.8045181209585226
13,0.3,0.249,0.23375396369956558,0.2659528707284777,0.292,0.2756653646901072,0.3059914798694593,0.5,0.511,0.4989440658720202,0.5238617926820064,0.495,0.4838548540386824,0.5078830892775547,2.0,1.949,1.9282118959101362,1.975543041336605,2.005,1.9830215991222384,2.030007542242205,0.6507419480086849,0.588598,0.5678280396484336,0.610427927827897,0.6255600000000001,0.6049190081386469,0.6476243299381195
14,0.3,0.251,0.2322032136263886,0.2661104906578478,0.291,0.27797909456286946,0.30608567464246755,0.5,0.511,0.4982345050363779,0.5235548994785214,0.5,0.48846850611795284,0.5102175545635526,2.0,1.936,1.9132434987337732,1.9606291826730209,2.003,1.980172747283675,2.028994371455811,-0.6692177953096152,-0.60016,-0.6207736226401774,-0.5777180634494405,-0.6489719999999999,-0.6722749479073793,-0.6277304640786177
15,0.3,0.279,0.26182866242053693,0.2961243854209728,0.3,0.28411039759038664,0.31535780994513657,0.5,0.497,0.4833959893880275,0.5103952347163718,0.504,0.4909870059942221,0.5168339440956611,2.0,1.937,1.907070361590906,1.9650073543240156,2.024,1.9953301255891842,2.053371425621655,-1.1580427037329732,-1.076972,-1.0919900473402813,-1.0574696752448083,-1.17392,-1.1894487807503662,-1.1550123455051406
16,0.3,0.266,0.2502056344081122,0.2813354392918224,0.302,0.2882389398099979,0.31451868963526025,0.5,0.508,0.4961625550481325,0.5205703651425131,0.5,0.4877694135722237,0.5108701048896622,2.0,1.944,1.9202224696721861,1.967570229168527,2.011,1.9868073702272702,2.033672872680358,-0.3341925608072407,-0.3071520000000001,-0.3289139377573884,-0.28052252033779745,-0.33784800000000015,-0.359831325482739,-0.3166479992112232
17,0.3,0.268,0.25196077245899395,0.28498444456858907,0.294,0.2801627163818155,0.3100558741943033,0.5,0.507,0.4927438058604987,0.5192640421635298,0.506,0.4940556449040443,0.5178945457479504,2.0,1.943,1.9179865140674366,1.9718059730216866,2.014,1.987175472147883,2.044932193385958,-1.0417070640052293,-0.959842,-0.9799518895374373,-0.943084792814117,-1.035196,-1.0581707614486484,-1.0194211227009906
18,0.3,0.253,0.23835644619803245,0.26770264482056805,0.293,0.27729480714909005,0.3072031270718712,0.5,0.519,0.5057896688920848,0.5319046969540937,0.503,0.49040515022965264,0.5154978154544589,2.0,1.941,1.9171066061877442,1.9615295087774487,2.003,1.979719829393177,2.0258271238903673,-0.2632300397016989,-0.248448,-0.2734673794518774,-0.22306644083809557,-0.2643960000000001,-0.2871498328913056,-0.23849282047274856
19,0.3,0.28,0.2644691493245746,0.29755130197226326,0.303,0.28764267572791546,0.31695119944202527,0.5,0.487,0.4737778462040678,0.5005291192967233,0.493,0.48003050953892573,0.5050107108750259,2.0,1.922,1.8958819035147692,1.951274384303846,2.005,1.9752237497926186,2.0295412472668235,1.0409344196794112,0.9494679999999998,0.9325187018211956,0.9689303542792234,1.0385900000000001,1.021479317668804,1.0560189063207592
20,0.3,0.266,0.24902065496249912,0.2814323010160627,0.305,0.291042591439627,0.3195799132683292,0.5,0.514,0.5012350442469123,0.528032984391549,0.502,0.4903448859463582,0.5145432305712143,2.0,1.928,1.9043138738009409,1.9504737335281497,1.99,1.9637779330066674,2.013876154300698,0.3482037356812522,0.3200479999999999,0.2939921181653169,0.3403030681247756,0.3422799999999999,0.3200299148357606,0.36713434222284946
21,0.3,0.294,0.27604909103486325,0.31083122577015776,0.312,0.29616981669389914,0.3273194779980364,0.5,0.496,0.48187384760871105,0.5094679337660795,0.503,0.4896839606030708,0.5156137177047924,2.0,1.933,1.9067682309650258,1.9645720634156107,2.013,1.9858276479755042,2.041532692622907,1.145433184186798,1.067016,1.0490992574841111,1.081775000231158,1.155462,1.1364245069367787,1.1707569094131949
22,0.3,0.332,0.3086119468421543,0.35185707843142594,0.303,0.28523084264483395,0.32180688022013654,0.5,0.449,0.432854244290639,0.464901884882505,0.494,0.48054375768739355,0.5090677224380132,2.0,1.907,1.8711201092029286,1.9427702119829589,2.024,1.9850511607637262,2.057224784679654,-1.5796422221850206,-1.476018,-1.487331880294207,-1.4664353957644032,-1.603008,-1.610708425243839,-1.591706260607527
23,0.3,0.271,0.2552057050986334,0.28626909108603893,0.309,0.29651153085330045,0.32262882586254255,0.5,0.509,0.49557495359107584,0.5215824965360817,0.498,0.48864933766878005,0.5108212164738392,2.0,1.939,1.9154948318924612,1.9634636991648458,2.004,1.982488326757258,2.0264734156380624,0.32671645287259343,0.31023999999999985,0.28868106817965655,0.3349780762415664,0.33667199999999964,0.3126756948182208,0.35956526537639233
24,0.3,0.281,0.2646619448930076,0.29775146831152827,0.31,0.2951328198972213,0.3254006595161172,0.5,0.49,0.47835193015636573,0.5047223190706637,0.489,0.47573691936002604,0.5023663782136594,2.0,1.924,1.8970598638417913,1.9512928395004379,1.996,1.9681335906690156,2.023084873897587,1.1012649212214538,1.0120239999999998,0.994091353594214,1.0315786527100075,1.0938080000000001,1.0772559158539985,1.1132047825115086
25,0.3,0.271,0.24928467078301833,0.2880141349873342,0.268,0.25110350314034,0.2845097337916809,0.5,0.473,0.4593507112256753,0.4886340290113667,0.504,0.4882120132601341,0.5172604706515198,2.0,1.932,1.9022431656272911,1.9661413863179271,2.046,2.0135525994625234,2.080696872840607,-1.3846143981179027,-1.2944399999999998,-1.3105269322717445,-1.281529842916614,-1.424016,-1.43581706352126,-1.406736748505327
26,0.3,0.27,0.25205478866789843,0.2860158242511181,0.295,0.27954627255841846,0.3121071493456011,0.5,0.498,0.4848719100013866,0.5120649181437933,0.501,0.48750413716342544,0.5122349426855706,2.0,1.919,1.89175837529131,1.947169355141385,1.995,1.9636699684942993,2.02031473821405,1.116147361342684,1.024746,1.007563305180926,1.0408293805616085,1.10922,1.0939138975532883,1.1266034814130528
27,0.3,0.269,0.25459177617374956,0.2836061814852274,0.306,0.2917474095147552,0.3203690622854616,0.5,0.511,0.4996244944006699,0.5229072843204812,0.502,0.49112162486046995,0.5138681134746157,2.0,1.943,1.9214023144421906,1.9638704654758805,2.008,1.9841846486926031,2.0301950380826588,-0.08624965576910126,-0.07772000000000001,-0.10166790348650245,-0.054409243340536984,-0.08032000000000017,-0.10035936487968122,-0.05730130403297751
28,0.3,0.293,0.27408132417451453,0.31104984054594015,0.309,0.2927714549454201,0.32470037731299106,0.5,0.49,0.47488787129416515,0.5044354233137365,0.499,0.484819078665961,0.5114825690614576,2.0,1.928,1.8979404363531702,1.9606424609028739,2.011,1.9819396580656268,2.0384716979260444,-1.205180414208618,-1.122096,-1.1385659425381394,-1.1053125605275511,-1.214644,-1.2306301583889678,-1.1984154824245254
29,0.3,0.313,0.2951825984841066,0.3315150286252392,0.316,0.30087621252694724,0.33398589341983304,0.5,0.48,0.4657417430464127,0.4956351917881936,0.501,0.48718118393540205,0.5159123453379844,2.0,1.889,1.857738199417818,1.9176723775198605,1.988,1.9587208766161153,2.016427135854687,-1.3370933890365166,-1.205182,-1.2178117680693163,-1.1885312309779192,-1.31208,-1.3254677430248156,-1.2976629063289755
30,0.3,0.259,0.2427479449609583,0.27436893070768925,0.302,0.2886231941279562,0.3182427083825063,0.5,0.504,0.4920009791610888,0.5161456886978504,0.491,0.4789845727174743,0.5029899353985702,2.0,1.92,1.8942834146172667,1.93993000887851,1.985,1.9593392962646488,2.006151683860643,-0.2114553031933537,-0.21120000000000005,-0.23630639680347798,-0.18914014681197422,-0.2302599999999999,-0.24942773424192466,-0.20596147427524336
