sim_id,true_eta,addm_eta,addm_eta_hdi_3%,addm_eta_hdi_97%,true_kappa,addm_kappa,addm_kappa_hdi_3%,addm_kappa_hdi_97%,true_a,addm_a,addm_a_hdi_3%,addm_a_hdi_97%,true_x0,addm_x0,addm_x0_hdi_3%,addm_x0_hdi_97%
29,0.3,0.276,0.25068013416390705,0.29948653772506434,0.5,0.472,0.45315097786353903,0.4921876303415543,2.0,1.941,1.898827801413422,1.9826274895200504,-1.3370933890365166,-1.2732960000000002,-1.2934805221285857,-1.2567921222076563
30,0.3,0.319,0.2993563114703156,0.3360242543806039,0.5,0.517,0.5012573024056379,0.5359784411198022,2.0,2.004,1.9724155602125246,2.0387393883145526,-0.2114553031933537,-0.20841599999999993,-0.23918926500083604,-0.17550993765584622
31,0.3,0.291,0.2691854146276468,0.31422168580609955,0.5,0.491,0.47485475137377336,0.5081537243245077,2.0,2.033,1.9935135722876653,2.066917056242741,0.8700851558896696,0.9067179999999997,0.8794898078301037,0.9355470249804814
32,0.3,0.297,0.276819325002986,0.3175963836351949,0.5,0.492,0.47629079158488435,0.5099807304630708,2.0,2.023,1.9880074247148347,2.057023442267626,0.2556357744428408,0.23871400000000031,0.20799175947567283,0.2768878748565471
33,0.3,0.31,0.2904369659048496,0.32915101533645474,0.5,0.498,0.4783642436602338,0.5127074396043566,2.0,2.002,1.971674632620572,2.0385020899158843,0.4253101071706835,0.4164159999999999,0.3848668065811989,0.44912597242246166
34,0.3,0.298,0.2747780485802228,0.3181934632748788,0.5,0.493,0.4741024809892097,0.5086536427564233,2.0,1.974,1.941051635385875,2.0103859605948506,-0.6221130685147174,-0.5685120000000001,-0.5970612619829789,-0.5360721571929132
35,0.3,0.31,0.289621402445247,0.33088672230550464,0.5,0.518,0.5008315828054686,0.5368462132520679,2.0,2.022,1.9858560994969565,2.056652632901636,-0.7414828618443046,-0.752184,-0.7846031128166717,-0.7242341993868131
36,0.3,0.298,0.2785873245674817,0.31809296153815725,0.5,0.506,0.4895908207010629,0.5242026011702005,2.0,2.015,1.978883849543632,2.0455904729455825,0.04069246554437855,0.012090000000000156,-0.01880888601184516,0.04671133538060701
37,0.3,0.293,0.27092419213116703,0.3133577841008889,0.5,0.486,0.4683954534011936,0.5022857619133272,2.0,1.993,1.9606374702157416,2.035557711473313,-1.0859589037723365,-1.0762200000000002,-1.098381264832566,-1.0522944282924829
38,0.3,0.319,0.29671431495567246,0.3377907804578781,0.5,0.499,0.4824461300656205,0.5182257249576949,2.0,1.992,1.9574089524959484,2.025892982060632,-0.5213259287559455,-0.5258880000000001,-0.5539749595514614,-0.4917416165755193
39,0.3,0.316,0.2966294866142971,0.33560028024478933,0.5,0.511,0.49504245897903437,0.5294663262652297,2.0,2.023,1.98799695643515,2.0579142115797677,-0.5455596909862079,-0.5502560000000001,-0.5831064360324452,-0.5171472919177571
40,0.3,0.318,0.2920548729764538,0.3404581116717733,0.5,0.536,0.5132073784935716,0.5579599896020725,2.0,2.028,1.979666367074375,2.07521634195222,-1.4730105037832817,-1.484496,-1.4999134472442464,-1.4664780469546692
41,0.3,0.31,0.28887250561777494,0.3319201730777835,0.5,0.516,0.4997677724860399,0.533158202023989,2.0,1.99,1.953296640293243,2.020258912071629,0.735260948592583,0.7044600000000003,0.6776935271776787,0.7377795252515347
42,0.3,0.314,0.29448579691250676,0.33290683267448634,0.5,0.509,0.49273870003905434,0.5251132527139335,2.0,2.018,1.9817181420626795,2.051376552975569,0.5895497479487748,0.5811839999999999,0.5513362134284656,0.6111754584539026
43,0.3,0.296,0.27524370959580763,0.3160712912171392,0.5,0.507,0.4896020226020296,0.5231285171421296,2.0,2.014,1.9756470838995788,2.04832082449266,0.8975247271221085,0.902272,0.8751553103285636,0.9292955128436002
44,0.3,0.285,0.2655526666777581,0.30607866565485903,0.5,0.491,0.4729494947670581,0.509260936858573,2.0,1.993,1.9536908376871815,2.0254463285690876,0.7756642621651708,0.7772699999999999,0.7469392388075822,0.8043045031047813
46,0.3,0.299,0.2756338399806183,0.32069897054036367,0.5,0.476,0.4593874172211648,0.4922149595908459,2.0,1.951,1.9196084354253315,1.985646091246697,0.41249930259513024,0.40580799999999995,0.37423815219561973,0.43674585893055573
47,0.3,0.294,0.2688869596455527,0.31140305877926144,0.5,0.502,0.4861686612095897,0.521839888739045,2.0,2.01,1.9723050772419148,2.046555615139568,-0.8426654391631052,-0.85626,-0.8824423281371416,-0.826033261279677
48,0.3,0.305,0.2858595133359049,0.3266890475455076,0.5,0.496,0.4782214977488974,0.5119882472969808,2.0,2.008,1.9774117239073474,2.041712038995904,-0.3850196159883379,-0.38151999999999986,-0.41428093138652566,-0.3484838158473986
49,0.3,0.319,0.298336810412009,0.33798276200230515,0.5,0.492,0.47662725531319367,0.5099711408031885,2.0,1.994,1.9616457360892157,2.024934664572919,0.006089155571450178,0.0,-0.03381586039557738,0.03937860290905193
50,0.3,0.299,0.27978484851080127,0.3196242557049683,0.5,0.502,0.4868836878595931,0.5170352273489404,2.0,2.015,1.9834811019586394,2.0461482860644913,-0.08028568897111943,-0.08866000000000018,-0.11844113382916888,-0.055235372391664095
